3,0.062683,-1.0424,0.087778,6.2,4.1,12.8,7.7,4.4,7.9,0.11726,0.19843,0.10413,5.0509,2.7264,9.5778,5.5588,2.7162,5.3635,0.089526,0.13281,0.088827,3.84,2.34,8.64,5.04,2.32,4.26,2.4195,36.385
3,0.017052,-1.0185,0.05175,7,2.5,6.8,2.9,3.6,3.3,0.06951,0.091554,0.021166,4.4721,2.273,3.4897,0.99443,1.5776,4.3729,0.058237,0.066428,0.016995,4,1.6,2.96,0.72,1.28,2.88,6.5288,116.26
3,0.21366,-0.97023,0.10552,6.8,4.3,3.8,2.6,1.8,3.5,0.046239,0.054078,0.040665,5.4324,0.48305,2.6162,0.96609,1.6865,1.7795,0.031721,0.04214,0.03149,4.08,0.42,2.16,0.84,1.28,1.5,11.771,207.32
3,0.18856,-0.99258,0.026178,6,3.6,1.4,1.5,1.2,2.4,0.049185,0.024999,0.031056,3.1972,3.0258,0.5164,0.52705,0.42164,0.69921,0.03769,0.020776,0.026698,2.8,1.76,0.48,0.5,0.32,0.6,17.911,301.71
3,-0.077573,-1.0057,-0.0036653,7.4,4.3,2.6,2.3,2,1,0.077564,0.040392,0.011851,4.6476,5.3135,2.3664,1.2517,0.66667,0,0.055861,0.035355,0.0088238,3.68,4.62,1.76,1.02,0.4,0,24.847,404.07
3,-0.16969,-1.0068,0.064033,3.8,1.8,1.8,2.5,2.6,1.4,0.041452,0.043538,0.03057,1.9322,0.42164,1.2293,1.5811,2.4585,0.5164,0.035465,0.034662,0.024767,1.76,0.32,0.96,1.5,1.92,0.48,32.495,509.55
3,-0.19917,-0.97568,0.0058563,6.2,3.1,2.8,2.5,2.4,2.4,0.046622,0.041621,0.0366,4.7796,3.3813,1.5492,1.354,1.4298,0.96609,0.037867,0.032144,0.030129,4.16,2.94,1.36,1.2,1.28,0.84,40.771,617.72
3,-0.050119,-1.0748,0.1123,11.2,5.7,13.8,7.6,7.2,12.9,0.099895,0.18308,0.1232,10.84,2.0028,10.82,4.7889,4.1312,4.8637,0.073967,0.13812,0.10072,9.04,1.5,7.84,4.32,3.04,3.36,49.716,749.83
3,0.17469,-0.93849,-0.11202,3.2,1.9,2.2,2.9,4.8,4.1,0.038824,0.031896,0.088428,2.044,1.4491,2.044,1.4491,4.4422,2.1833,0.034199,0.025632,0.066989,1.76,1.26,1.52,1.26,3.76,1.86,59.224,897.63
3,0.46806,-0.63554,-0.055576,8.4,6.6,3.2,7.9,13.2,13,0.13519,0.13236,0.20417,6.9793,5.2111,1.8135,2.6854,6.5456,8.2462,0.10935,0.11198,0.1617,6.08,4.2,1.44,2.48,5.76,7.2,69.142,1058.5
3,0.4671,-1.1124,0.4757,18.8,24.2,12.2,14.6,19.8,8.5,0.27064,0.33855,0.25297,11.497,5.808,9.0037,12.039,10.633,3.1358,0.21001,0.2541,0.18363,10.56,4.68,7.04,10.44,9.76,2.7,79.655,1252.5
3,-0.33293,-0.8716,-0.14299,12.4,9.4,5.6,8.3,9.6,3.1,0.10906,0.088421,0.14243,7.905,8.8719,3.7476,8.4597,4.2999,2.4244,0.085502,0.065284,0.11883,6.48,6.24,2.56,4.74,3.28,1.76,90.867,1489.9
3,-0.0059539,-1.0179,-0.039534,8.2,7.4,2,4.2,5,6.6,0.092016,0.070612,0.1162,5.7889,7.3666,0.94281,1.9322,3.6515,1.7127,0.067389,0.05287,0.098857,4.96,6.36,0.8,1.68,3.2,1.44,102.53,1736.5
3,0.082988,-0.96762,0.28412,7.2,9.4,10,15.5,7.8,26.3,0.15253,0.30025,0.24328,6.4773,7.4267,7.4237,4.5522,5.0509,9.2141,0.13492,0.22375,0.19528,5.84,6.88,6,2.5,4.56,6.72,114.66,2000.7
3,0.1578,-1.0283,-0.0008653,11.2,6.8,9.6,11.7,10.2,10.6,0.051609,0.20362,0.22947,6.2681,7.7287,6.4153,5.7937,5.7889,2.5033,0.039598,0.16002,0.19763,4.96,6.72,5.52,4.98,5.04,2.04,127.26,2286.2
3,-0.22888,-0.91942,-0.12491,16.8,9.1,3.6,4.5,13.4,12.6,0.1503,0.064628,0.15351,5.3083,7.7237,1.9551,1.2693,10.448,3.134,0.12851,0.0502,0.12634,4.56,7.3,1.52,0.9,9.12,2.24,140.27,2586.3
3,-0.19868,-1.0073,0.007994,8.4,4.1,3.2,2.4,7.4,7.9,0.061364,0.042438,0.13691,4.0879,2.1833,0.42164,0.5164,5.0596,4.557,0.047517,0.035036,0.1242,2.88,1.86,0.32,0.48,3.68,4.08,153.68,2895.2
3,0.14405,-0.96119,-0.23602,8.8,9.2,3.6,1.7,5,8.7,0.15371,0.036148,0.078954,6.3736,4.1312,1.9551,0.67495,3.7118,3.8887,0.12103,0.026599,0.065318,4.56,3.84,1.52,0.56,3.2,3.44,167.46,3209.8
3,-0.030129,-0.99515,-0.13945,6.2,8,4.2,2.4,3.4,5.1,0.10863,0.059658,0.093686,5.1812,1.633,2.5298,0.96609,1.4298,2.9609,0.084732,0.050989,0.079296,3.92,1.2,1.92,0.84,1.12,2.46,181.61,3528.4
3,0.0096436,-0.97056,-0.23872,11,6.1,5.8,5.4,10.8,11.3,0.087841,0.11025,0.19792,6.2183,2.0248,3.6757,1.9551,4.8717,3.8887,0.066495,0.085603,0.16747,5.6,1.68,3.04,1.2,3.52,2.3,196.13,3852.2
