timestamp,x (in G's),y (in G's),z (in G's)
1449347798,-0.072189,-1.011383,-0.319168
1449347798,-0.156372,-0.911697,-0.345032
1449347798,-0.144135,-0.985229,-0.334351
1449347798,-0.363342,-0.901871,-0.420685
1449347798,-0.208298,-0.806412,-0.425919
1449347798,-0.13118,-0.497833,-0.478088
1449347798,-0.099548,-0.765137,-0.47113
1449347798,-0.070862,-0.840546,-0.398438
1449347798,-0.194992,-0.927567,-0.398651
1449347798,0.061615,-0.907852,-0.477875
1449347798,-0.081345,-0.943649,-0.346741
1449347798,-0.063431,-0.876709,-0.310349
1449347798,-0.066345,-1.006805,-0.260941
1449347798,-0.016663,-1.011414,-0.197693
1449347798,-0.020752,-1.150848,-0.221512
1449347798,0.048462,-1.154785,-0.072128
1449347798,0.009048,-1.052917,-0.12265
1449347798,0.078506,-1.018616,-0.12355
1449347798,0.011383,-0.975525,0.003082
1449347798,0.072601,-0.922714,0.023315
1449347799,0.078934,-0.987854,0.084763
1449347799,0.107391,-0.991821,0.059982
1449347799,0.12146,-0.971817,0.036041
1449347799,0.140579,-1.016617,0.05275
1449347799,0.164597,-1.031158,0.071091
1449347799,0.095108,-0.986298,0.115585
1449347799,0.127151,-1.009933,0.103226
1449347799,0.128967,-0.975693,0.142822
1449347799,0.145416,-1.013062,0.171234
1449347799,0.103195,-1.018051,0.232727
1449347799,0.178741,-0.988083,0.259445
1449347799,0.203354,-0.962234,0.228241
1449347799,0.222794,-0.957382,0.21669
1449347799,0.193359,-0.982819,0.168182
1449347799,0.214996,-1.013611,0.160156
1449347799,0.178879,-0.988358,0.142776
1449347799,0.192276,-0.992798,0.094406
1449347799,0.150909,-0.979752,0.07637
1449347799,0.154388,-0.968719,0.030899
1449347799,0.161118,-1.013885,0.013199
1449347800,0.139816,-0.947189,-0.085907
1449347800,0.145981,-1.04213,-0.102905
1449347800,0.114532,-0.985535,-0.115997
1449347800,0.115265,-0.932068,-0.200058
1449347800,0.016266,-0.935211,-0.271088
1449347800,-0.012955,-0.92981,-0.351273
1449347800,-0.099274,-0.886703,-0.459564
1449347800,-0.07048,-0.870331,-0.486725
1449347800,-0.049438,-0.906143,-0.464615
1449347800,-0.011917,-0.888412,-0.365784
1449347800,-0.006287,-0.900146,-0.341278
1449347800,0.00795,-0.932724,-0.348557
1449347800,0.028748,-0.93277,-0.327148
1449347800,0.054016,-0.96521,-0.317917
1449347800,0.071213,-0.937225,-0.311981
1449347800,0.097946,-0.994736,-0.234146
1449347800,0.082382,-0.979431,-0.229111
1449347800,0.102325,-0.989395,-0.186188
1449347800,0.086319,-1.014542,-0.196945
1449347800,0.096451,-1.00502,-0.160568
1449347801,0.09462,-0.986115,-0.127975
1449347801,0.088379,-0.995468,-0.158722
1449347801,0.073486,-1.021667,-0.145889
1449347801,0.098404,-0.991272,-0.156998
1449347801,0.100128,-1.004166,-0.171326
1449347801,0.108643,-0.996262,-0.220825
1449347801,0.093307,-0.967545,-0.25322
1449347801,0.117157,-0.960541,-0.256805
1449347801,0.100281,-0.973724,-0.226074
1449347801,0.107956,-0.976425,-0.220169
1449347801,0.101822,-0.970779,-0.213821
1449347801,0.108566,-0.971405,-0.217453
1449347801,0.100677,-0.991486,-0.210068
1449347801,0.125183,-0.970993,-0.201218
1449347801,0.119598,-0.976028,-0.217636
1449347801,0.099487,-0.989822,-0.214233
1449347801,0.084625,-0.973526,-0.220993
1449347801,0.09729,-0.976364,-0.196609
1449347801,0.099472,-0.962952,-0.201019
1449347802,0.083527,-0.982803,-0.224396
