timestamp,x (in G's),y (in G's),z (in G's)
1449356690,0.079788,-0.838242,-0.231155
1449356690,0.115097,-0.737732,-0.201019
1449356690,0.108139,-0.784744,-0.191849
1449356690,0.129745,-0.916473,-0.23056
1449356690,0.149658,-0.860413,-0.336655
1449356690,0.100632,-0.894989,-0.339539
1449356690,0.135315,-0.96843,-0.297485
1449356690,0.121399,-1.169037,-0.414551
1449356690,0.046219,-1.341797,-0.444016
1449356691,0.251663,-1.197571,-0.190338
1449356691,-0.086548,-0.940262,-0.007538
1449356691,-0.047852,-0.955902,-0.046219
1449356691,0.1297,-1.059967,-0.238022
1449356691,0.031372,-0.852737,-0.226913
1449356691,-0.016327,-0.80159,-0.232315
1449356691,0.049286,-0.837936,-0.235428
1449356691,0.058807,-0.841599,-0.26384
1449356691,0.029739,-0.901535,-0.297073
1449356691,0.090057,-0.935837,-0.332184
1449356691,-0.01474,-1.027985,-0.321823
1449356691,0.051285,-1.147369,-0.430145
1449356691,0.31189,-1.340271,-0.416016
1449356691,0.011429,-1.194672,-0.133041
1449356691,0.236969,-0.870834,-0.050415
1449356691,0.202911,-1.054565,-0.116165
1449356691,0.029999,-0.981506,-0.240936
1449356691,0.124542,-0.76207,-0.215866
1449356691,0.080276,-0.741577,-0.19838
1449356691,0.098648,-0.791031,-0.215439
1449356691,0.12207,-0.873108,-0.275818
1449356692,0.138351,-0.925537,-0.311478
1449356692,0.07019,-0.980698,-0.354584
1449356692,0.229584,-1.036133,-0.332825
1449356692,0.087341,-1.303741,-0.482941
1449356692,0.073914,-1.159317,-0.310349
1449356692,0.073029,-1.111435,-0.062683
1449356692,-0.216385,-0.883926,-0.024551
1449356692,0.15332,-1.075439,-0.228088
1449356692,0.104477,-0.88205,-0.244202
1449356692,-0.040237,-0.725403,-0.250671
1449356692,0.004059,-0.843231,-0.184372
1449356692,0.026566,-0.825195,-0.283051
1449356692,0.022491,-0.876083,-0.3237
1449356692,0.108795,-0.936615,-0.331253
1449356692,-0.017197,-1.016754,-0.301239
1449356692,0.039902,-1.197906,-0.492432
1449356692,0.217728,-1.323776,-0.436371
1449356692,-0.034058,-1.220093,-0.115036
1449356692,0.272507,-0.859894,-0.073837
1449356692,0.109619,-1.088654,-0.169235
1449356693,0.006851,-0.914505,-0.244507
1449356693,0.100159,-0.754715,-0.214127
1449356693,0.080048,-0.760468,-0.200821
1449356693,0.109024,-0.832794,-0.250153
1449356693,0.122208,-0.830399,-0.354187
1449356693,0.074646,-0.893845,-0.320312
1449356693,0.088791,-0.939819,-0.347733
