timestamp,x (in G's),y (in G's),z (in G's)
1449471995,0.187775,-1.022339,-0.056198
1449471995,0.193695,-1.032684,-0.059753
1449471996,0.196213,-1.033432,-0.007843
1449471996,0.178635,-1.237549,0.020355
1449471996,0.176605,-1.243607,0.099991
1449471996,0.16655,-0.998825,0.175339
1449471996,0.07431,-0.811707,0.225754
1449471996,-0.093857,-0.842606,0.253098
1449471996,-0.015106,-1.091934,0.233307
1449471996,0.091171,-1.165268,0.163666
1449471996,0.081467,-0.939194,0.119263
1449471996,-0.015717,-0.858017,0.114044
1449471996,-0.018387,-0.948807,0.10083
1449471996,-0.015472,-0.995331,0.101746
1449471996,-0.005646,-0.996506,0.11882
1449471996,0.022095,-0.993896,0.129196
1449471996,0.021225,-1.038513,0.117783
1449471996,-0.012878,-1.057159,0.086731
1449471996,0.029739,-1.058517,0.075851
1449471996,0.151505,-1.238541,0.091415
1449471996,0.22731,-0.774094,0.066177
1449471996,0.224991,-0.89386,0.108307
1449471997,0.275009,-1.029465,0.077408
1449471997,0.317963,-0.955536,0.056152
1449471997,0.298538,-0.856827,0.057831
1449471997,0.268234,-0.970871,0.042679
1449471997,0.291916,-1.063766,0.05661
1449471997,0.338669,-0.966507,0.006683
1449471997,0.299942,-1.002228,-0.025558
1449471997,0.230164,-1.006638,-0.017334
1449471997,0.183304,-0.98024,-0.044342
1449471997,0.230759,-0.916443,-0.008362
1449471997,0.21933,-0.953247,-0.01384
1449471997,0.226593,-1.010452,-0.024078
1449471997,0.195663,-1.050507,0.022781
1449471997,0.129868,-1.035919,-0.008804
1449471997,0.116211,-0.991852,-0.038361
1449471997,0.095627,-0.974701,0.011185
1449471997,0.087158,-1.019165,0.000748
1449471997,0.025528,-1.007004,0.038895
1449471997,-0.011032,-1.017273,0.002472
1449471997,-0.020294,-0.995438,0.003693
1449471997,-0.096588,-1.006012,0.020859
1449471998,-0.118713,-1.013626,-0.013489
1449471998,-0.097168,-0.990738,0.018066
1449471998,-0.079926,-0.994171,-0.021988
1449471998,-0.057327,-1.021774,-0.026215
1449471998,-0.033875,-0.98732,-0.063919
1449471998,-0.040421,-0.996613,-0.05043
1449471998,-0.030243,-1.019562,-0.06749
1449471998,-0.071625,-0.958282,-0.106293
1449471998,-0.095047,-0.972473,-0.048538
1449471998,-0.154083,-0.956284,-0.024872
1449471998,-0.147186,-0.978302,-0.013458
1449471998,-0.143723,-1.036407,-0.003632
1449471998,-0.154907,-1.030914,0.002655
1449471998,-0.14798,-1.01973,-0.000076
1449471998,-0.123276,-1.003464,-0.003799
1449471998,-0.163574,-1.054367,-0.011642
1449471998,-0.118286,-1.136444,0.043243
1449471998,-0.151962,-1.120422,0.171051
1449471998,-0.144501,-0.989029,0.243317
1449471998,-0.09964,-1.181549,0.283401
1449471998,0.020447,-0.986893,0.326218
1449471999,0.014526,-1.077011,0.171066
1449471999,0.092987,-1.107162,0.18515
1449471999,0.07962,-1.103821,0.041061
1449471999,0.048019,-1.044632,0.01973
1449471999,0.098785,-1.03511,0.011246
1449471999,0.072128,-0.941223,-0.047546
1449471999,0.092148,-0.845566,-0.024002
1449471999,0.156891,-0.827408,-0.06514
1449471999,0.208282,-0.881531,-0.01738
1449471999,0.292542,-1.078781,-0.060669
1449471999,0.313263,-1.027924,-0.14592
1449471999,0.251068,-0.991196,-0.164078
1449471999,0.380951,-0.911743,-0.138977
1449471999,0.44545,-0.551987,-0.029846
1449471999,0.390106,-0.364273,-0.123856
1449471999,0.630402,-0.542953,-0.16713
1449471999,0.352264,-0.560699,-0.131088
1449471999,0.475601,-0.613312,-0.187851
1449471999,0.230148,-0.831039,0.045944
1449471999,0.47113,-0.720779,0.042374
1449472000,0.465668,-0.709915,0.189362
1449472000,0.459808,-0.748627,0.251099
1449472000,0.613739,-0.932968,0.466675
1449472000,0.670273,-0.918015,0.413025
1449472000,0.838821,-0.945465,0.359665
1449472000,0.757553,-0.936523,0.513275
1449472000,0.755615,-1.172577,0.556915
1449472000,0.475113,-1.165955,0.532867
1449472000,0.403168,-1.247238,0.362015
1449472000,0.1978,-1.33754,0.042389
1449472000,-0.264786,-1.482483,-0.028671
1449472000,-0.43605,-1.013412,-0.124252
1449472000,-0.458542,-0.954651,-0.061295
1449472000,-0.402939,-0.94133,-0.260117
1449472000,-0.207825,-0.955963,-0.157028
1449472000,-0.188019,-0.955063,-0.180603
1449472000,-0.283966,-0.900513,-0.297089
1449472000,-0.401215,-0.844559,-0.336517
1449472000,-0.476624,-1.022964,-0.404648
1449472000,-0.323059,-0.732819,-0.303635
1449472000,-0.226837,-0.968521,-0.407974
1449472001,-0.072647,-0.999405,-0.331055
1449472001,0.023972,-1.038101,-0.295563
1449472001,-0.012955,-0.935944,-0.31366
1449472001,0.065933,-0.774994,-0.268051
1449472001,0.07663,-0.806747,-0.318695
1449472001,0.137711,-0.927048,-0.332321
1449472001,0.058395,-1.042175,-0.335983
1449472001,0.03035,-1.073441,-0.389084
1449472001,-0.021149,-0.962708,-0.318176
1449472001,-0.034119,-0.920883,-0.345032
1449472001,-0.036865,-0.84903,-0.341064
1449472001,-0.059433,-0.924286,-0.363525
1449472001,-0.044205,-0.959854,-0.299057
1449472001,-0.123703,-0.959991,-0.34729
1449472001,-0.077011,-0.967392,-0.315353
1449472001,-0.235016,-0.881226,-0.391159
1449472001,-0.115204,-0.885132,-0.298645
1449472001,-0.132706,-0.914734,-0.302704
1449472001,-0.05957,-0.993546,-0.254196
1449472001,-0.051804,-1.01973,-0.098877
1449472001,0.021454,-1.243729,-0.103989
1449472002,0.111343,-1.508942,0.195526
1449472002,0.217545,-1.135239,0.241623
1449472002,0.241547,-0.905289,0.291901
1449472002,0.238159,-0.780731,0.143524
1449472002,0.21286,-0.606934,0.113297
1449472002,0.283554,-0.731506,0.003311
1449472002,0.241425,-0.978836,-0.060654
1449472002,0.225632,-1.164856,-0.169647
1449472002,0.181686,-1.199982,-0.163361
1449472002,0.000504,-1.180557,-0.102676
1449472002,0.094711,-1.05751,-0.302811
1449472002,-0.065628,-0.90686,-0.272156
1449472002,-0.109589,-0.951324,-0.29657
1449472002,-0.136124,-0.912033,-0.353531
1449472002,-0.277939,-0.940598,-0.471786
1449472002,-0.020309,-0.932098,-0.469467
1449472002,0.065903,-0.801682,-0.403152
1449472002,0.096725,-0.771225,-0.430664
1449472002,0.141663,-0.835464,-0.446365
1449472002,0.087296,-0.962738,-0.391937
1449472003,0.222107,-0.908691,-0.361511
1449472003,0.203644,-0.929626,-0.280502
1449472003,0.267639,-0.965851,-0.327667
1449472003,0.200378,-0.937195,-0.371384
1449472003,0.04248,-0.95578,-0.339111
1449472003,-0.055679,-0.994614,-0.264786
1449472003,-0.027969,-0.953308,-0.29776
1449472003,-0.03746,-0.934082,-0.28125
1449472003,-0.023254,-0.95015,-0.248322
1449472003,-0.062119,-1.035187,-0.206665
1449472003,-0.006653,-0.971161,-0.143402
1449472003,0.024933,-1.003326,-0.176483
1449472003,0.024918,-0.972244,-0.156937
1449472003,-0.041885,-1.002502,-0.072235
1449472003,-0.101089,-1.093552,-0.024323
1449472003,-0.150345,-1.009125,0.102829
1449472003,-0.090988,-0.988541,0.08699
1449472003,0.047287,-0.979248,0.182327
1449472003,0.014313,-1.032089,0.265457
1449472003,-0.023544,-1.037201,0.218491
1449472003,-0.012741,-1.029404,0.26178
1449472004,-0.022736,-1.001755,0.176773
1449472004,-0.019684,-1.015854,0.193893
1449472004,-0.024963,-1.030075,0.094528
1449472004,-0.07608,-1.032242,0.06546
1449472004,-0.070129,-0.978577,-0.047134
1449472004,-0.028473,-1.024597,-0.080566
1449472004,-0.048981,-0.989914,-0.158356
1449472004,-0.005829,-0.990906,-0.222778
1449472004,0.015121,-1.018127,-0.248291
1449472004,0.088882,-1.088989,-0.20903
1449472004,0.217239,-1.176315,-0.254486
1449472004,0.059631,-0.931519,-0.38591
1449472004,0.053619,-0.702576,-0.671555
1449472004,0.072067,-0.66011,-0.598633
1449472004,0.016068,-0.689835,-0.353973
1449472004,-0.033813,-0.799103,-0.311905
1449472004,-0.050919,-0.838959,-0.403214
1449472004,0.035873,-0.931747,-0.415359
1449472004,0.006516,-1.1353,-0.395599
1449472004,0.04425,-0.993515,-0.230942
1449472004,0.018143,-1.06221,-0.180222
1449472005,0.122391,-1.041122,-0.145508
1449472005,0.055161,-1.077606,-0.025085
1449472005,0.052444,-1.004547,0.012711
1449472005,0.064148,-0.973404,0.041992
1449472005,0.110001,-0.977844,0.01825
1449472005,0.074188,-1.212601,0.154953
1449472005,0.196884,-0.944412,0.156387
1449472005,0.077728,-1.04567,0.111343
1449472005,0.113098,-1.075043,0.112213
1449472005,0.089981,-1.044647,0.121002
1449472005,0.087936,-1.045761,0.001877
1449472005,0.100235,-0.977737,-0.082855
1449472005,0.124512,-0.990219,-0.109344
