timestamp,x (in G's),y (in G's),z (in G's)
1449354688,0.028946,-0.892624,-0.406265
1449354688,0.116516,-0.905457,-0.487625
1449354688,0.080643,-0.841187,-0.471909
1449354688,0.027557,-0.861221,-0.388275
1449354688,0.050079,-0.82283,-0.452286
1449354688,0.028442,-0.851593,-0.461792
1449354689,0.02179,-0.957367,-0.423203
1449354689,-0.010529,-1.09642,-0.334412
1449354689,0.048019,-1.134567,-0.186951
1449354689,0.079788,-1.113602,-0.033524
1449354689,0.129379,-0.883057,0.031631
1449354689,0.245422,-0.841446,-0.030975
1449354689,0.28447,-0.990463,-0.223999
1449354689,0.349182,-1.004181,-0.492325
1449354689,0.377762,-0.920059,-0.694412
1449354689,0.171036,-0.708145,-0.634949
1449354689,0.04306,-0.682068,-0.440903
1449354689,0.014084,-0.650269,-0.41481
1449354689,0.063171,-0.710342,-0.325562
1449354689,0.204391,-1.042389,-0.370529
1449354689,0.279114,-1.177322,-0.350876
1449354689,0.157883,-1.035965,-0.217972
1449354689,0.165802,-0.929016,-0.178802
1449354689,0.111374,-0.912827,-0.211441
1449354689,0.029358,-0.986694,-0.193848
1449354689,0.028778,-1.049255,-0.279282
1449354689,0.017029,-0.955643,-0.376282
1449354690,0.061661,-0.88327,-0.338211
1449354690,0.072449,-0.850082,-0.375275
1449354690,0.141144,-0.870575,-0.408142
1449354690,0.134796,-0.933502,-0.371429
1449354690,0.169266,-0.934875,-0.390411
1449354690,0.147034,-0.897675,-0.348038
1449354690,0.098633,-0.937286,-0.353241
1449354690,0.038025,-1.014801,-0.196686
1449354690,0.024994,-0.967834,-0.185226
1449354690,0.02829,-0.950699,-0.208817
1449354690,0.028397,-0.983871,-0.191757
1449354690,0.009842,-0.986481,-0.233261
1449354690,0.072906,-0.990677,-0.35762
1449354690,0.087677,-0.914551,-0.29895
1449354690,0.150925,-0.937027,-0.309601
1449354690,0.138107,-0.894226,-0.293518
1449354690,0.120163,-0.933273,-0.307449
1449354690,0.08136,-0.915527,-0.366135
1449354690,0.039948,-0.961273,-0.278534
1449354690,0.056351,-1.042114,-0.23645
1449354691,0.066528,-0.970398,-0.250122
1449354691,0.037582,-0.941742,-0.296326
1449354691,-0.008057,-0.905533,-0.212341
1449354691,0.057846,-0.8992,-0.341415
1449354691,0.185791,-0.920486,-0.403824
1449354691,0.165268,-0.949692,-0.335724
1449354691,0.236816,-0.911743,-0.345001
1449354691,0.307922,-0.834229,-0.292694
1449354691,0.376358,-0.913773,-0.294708
1449354691,0.490326,-0.846924,-0.227371
1449354691,0.441772,-1.010895,-0.103897
1449354691,0.350174,-0.937073,-0.020706
1449354691,0.331909,-0.93483,-0.131943
1449354691,0.343414,-0.937424,-0.097824
1449354691,0.336853,-0.903976,0.022232
1449354691,0.381149,-0.921234,-0.027893
1449354691,0.322906,-0.848389,0.075455
1449354691,0.30278,-1.020126,0.103989
1449354691,0.24733,-1.018997,0.11055
1449354691,0.22937,-1.022552,0.131088
1449354692,0.29361,-0.977585,0.160278
1449354692,0.120026,-0.928406,0.174332
1449354692,0.074478,-0.868744,0.122421
1449354692,-0.034622,-0.940506,0.151215
1449354692,-0.026794,-1.027115,0.116959
1449354692,-0.076782,-1.047516,0.078903
1449354692,0.008408,-1.057846,0.163345
1449354692,-0.00296,-0.939651,0.103745
1449354692,-0.010117,-0.941513,0.064209
1449354692,-0.008011,-0.947693,0.046906
1449354692,0.063217,-1.06398,-0.001434
1449354692,0.102188,-1.015625,-0.046326
1449354692,0.186417,-0.960236,-0.015366
1449354692,0.19725,-1.015289,-0.123138
1449354692,0.106674,-0.987747,-0.17485
1449354692,-0.021988,-0.97467,-0.187683
1449354692,0.049133,-0.961365,-0.198029
1449354692,0.19516,-0.928131,-0.306366
1449354692,0.16951,-0.886337,-0.451202
1449354692,0.194733,-0.863663,-0.49147
1449354692,0.187088,-0.767014,-0.545486
1449354693,0.165131,-0.818069,-0.441956
1449354693,-0.00885,-0.871109,-0.426575
1449354693,0.178619,-0.826202,-0.426895
1449354693,0.18924,-0.829361,-0.483444
1449354693,0.136093,-0.904739,-0.378235
1449354693,0.2034,-1.002594,-0.370605
1449354693,0.165344,-0.976334,-0.258118
1449354693,0.094543,-0.92749,-0.213165
1449354693,0.106903,-1.053772,-0.181152
1449354693,0.169205,-0.931061,-0.285782
1449354693,0.114227,-0.942001,-0.282364
1449354693,0.160263,-0.991364,-0.309021
1449354693,0.205017,-0.952103,-0.375748
1449354693,0.33107,-0.991287,-0.431458
1449354693,0.198318,-0.790634,-0.391632
1449354693,0.146255,-0.865402,-0.427292
1449354693,0.169861,-0.810272,-0.446777
1449354693,0.168472,-0.851166,-0.477585
1449354693,0.171494,-0.88475,-0.525757
1449354693,0.034683,-0.839264,-0.586838
1449354694,-0.188629,-0.865799,-0.583054
1449354694,-0.269501,-0.734085,-0.539322
1449354694,-0.179565,-0.534851,-0.534836
1449354694,-0.040176,-0.507248,-0.423279
1449354694,-0.020355,-0.633438,-0.468124
1449354694,-0.05188,-1.088867,-0.437164
1449354694,0.106384,-1.25943,-0.530823
1449354694,-0.144745,-0.921814,-0.341919
1449354694,0.126953,-1.178436,-0.193512
1449354694,0.179214,-1.105408,-0.083145
1449354694,0.36647,-0.962341,-0.10762
1449354694,0.412338,-0.866806,-0.073456
1449354694,0.344513,-0.870972,-0.09491
1449354694,0.586258,-1.046707,-0.095337
1449354694,0.566391,-0.844513,0.203659
1449354694,0.602066,-0.815033,-0.119019
1449354694,0.207062,-0.802261,-0.104568
1449354694,0.230988,-0.908447,-0.168655
1449354694,0.187332,-0.914597,-0.176559
1449354694,-0.665985,-1.304657,0.003967
1449354695,0.825592,-1.379089,-0.02919
1449354695,-0.277176,-0.83049,-0.193237
1449354695,-0.185333,-0.913467,-0.087509
1449354695,-0.604477,-0.771378,-0.077698
1449354695,-0.106339,-1.091721,-0.379242
1449354695,-0.26825,-0.950134,-0.507858
1449354695,-0.153427,-0.918182,-0.83316
1449354695,0.0737,-0.745926,-0.707718
1449354695,0.355621,-0.694122,-0.527283
1449354695,0.246368,-0.555801,-0.581726
1449354695,0.18248,-0.427704,-0.502243
1449354695,-0.060959,-0.426407,-0.462051
1449354695,0.006958,-0.753845,-0.494324
1449354695,0.189819,-0.789139,-0.537857
1449354695,0.164978,-1.029968,-0.552353
1449354695,-0.032349,-1.22583,-0.481201
1449354695,0.162399,-1.086746,-0.471054
1449354695,0.139618,-1.057159,-0.373352
1449354695,0.264114,-0.886337,-0.349197
1449354695,0.377075,-0.830505,-0.096603
1449354695,0.343109,-0.774841,-0.315308
1449354696,0.391907,-0.882065,-0.089813
1449354696,0.268784,-0.957352,-0.16156
1449354696,0.262985,-0.960907,-0.02533
1449354696,0.066605,-0.778503,0.06723
1449354696,0.280075,-0.957535,0.190048
1449354696,0.52623,-1.239777,0.305115
1449354696,0.839447,-1.460526,0.772873
1449354696,0.684784,-0.856934,0.739868
1449354696,0.506058,-0.89653,0.747757
1449354696,0.496643,-0.913849,0.607666
1449354696,0.568985,-0.804733,0.400146
1449354696,0.475494,-0.780899,0.419312
1449354696,0.362518,-0.785568,0.417435
1449354696,0.59494,-0.785828,0.09938
1449354696,0.521317,-0.76387,0.008377
1449354696,0.567627,-0.77948,-0.048019
1449354696,0.553894,-0.758713,-0.068329
1449354696,0.498795,-0.827957,-0.183151
1449354696,0.377579,-0.667068,-0.17984
1449354696,0.305588,-0.645462,-0.222397
1449354697,0.280334,-0.623978,-0.204239
1449354697,0.183044,-0.647263,-0.157928
1449354697,0.167465,-0.702759,-0.119247
1449354697,0.137817,-0.824295,-0.086929
1449354697,0.161942,-0.953629,-0.115921
1449354697,0.262207,-0.993179,-0.176102
1449354697,0.165802,-0.96489,-0.159088
1449354697,0.228638,-1.030624,-0.267517
1449354697,0.193268,-1.031693,-0.242935
1449354697,0.196548,-0.9189,-0.086044
1449354697,0.137192,-1.140625,-0.119537
1449354697,0.068756,-1.251404,-0.038223
1449354697,0.067856,-0.717636,0.136963
1449354697,0.034042,-0.920013,0.051773
1449354697,0.284943,-1.190704,-0.028854
1449354697,-0.086411,-0.955154,0.12439
1449354697,0.059479,-1.099274,0.045273
1449354697,0.015259,-0.896667,0.138763
1449354697,-0.064178,-0.81575,0.092545
1449354697,-0.096375,-0.807587,0.043488
1449354698,0.102661,-0.98259,-0.029434
1449354698,0.142883,-1.180145,-0.141037
1449354698,0.28035,-1.182968,-0.259018
1449354698,0.350327,-1.19902,-0.244751
1449354698,0.261887,-1.046021,-0.213684
1449354698,0.172394,-0.939529,-0.191376
1449354698,0.160995,-0.841156,-0.232452
1449354698,0.138733,-0.828125,-0.176407
1449354698,0.193817,-0.933502,-0.160812
1449354698,0.265869,-0.989624,-0.178772
1449354698,0.270782,-0.97493,-0.202515
1449354698,0.258408,-0.96373,-0.171616
1449354698,0.231522,-0.981598,-0.178329
1449354698,0.208298,-0.848312,-0.100479
1449354698,0.165451,-0.834747,-0.132538
1449354698,0.004242,-1.103302,-0.173233
1449354698,-0.156281,-0.903641,-0.115112
1449354698,-0.08844,-0.99585,-0.155106
1449354698,-0.063828,-1.084595,-0.130722
1449354698,-0.001099,-1.170868,-0.085068
1449354698,-0.052078,-1.06459,-0.06015
1449354699,-0.018097,-0.916061,-0.01944
1449354699,-0.03537,-0.877487,-0.011826
1449354699,0.005325,-0.962692,-0.048218
1449354699,0.057083,-1.009583,-0.097717
1449354699,0.192444,-1.099411,-0.129745
1449354699,0.126129,-1.050278,-0.138336
1449354699,0.199493,-0.94455,-0.06601
1449354699,0.099274,-0.926147,-0.072754
1449354699,0.066635,-0.907074,-0.115555
1449354699,0.177887,-0.86319,-0.116089
1449354699,0.234543,-0.91774,0.001099
1449354699,0.278976,-0.953979,-0.133026
1449354699,0.274582,-0.991486,-0.038055
1449354699,0.382355,-1.004623,0.043945
1449354699,0.452469,-0.986176,0.051208
1449354699,0.427475,-0.912125,0.011337
1449354699,0.373199,-0.9077,0.078522
1449354699,0.356613,-0.913086,0.045044
1449354699,0.42572,-0.94223,0.021866
1449354699,0.348648,-0.96785,-0.012985
1449354700,0.301102,-0.977493,0.070709
1449354700,0.326233,-0.875153,0.035645
1449354700,0.319473,-0.889557,0.062057
1449354700,0.308472,-0.931351,0.050629
1449354700,0.280182,-0.960281,0.019653
1449354700,0.194855,-0.950424,0.086487
1449354700,0.32341,-0.922028,0.091385
1449354700,0.409088,-0.947784,0.081253
1449354700,0.308792,-1.068817,0.049759
1449354700,0.361588,-1.122101,0.083527
1449354700,0.405167,-0.9897,-0.026855
1449354700,0.4478,-0.936783,-0.065613
1449354700,0.433853,-0.889725,-0.134842
1449354700,0.359436,-0.840408,-0.12262
1449354700,0.388489,-0.744202,-0.147888
1449354700,0.33667,-0.749649,-0.078094
1449354700,0.512863,-1.002045,-0.131058
