0,2.2,2,,x (in G's),y (in G's),z (in G's)
,,,,-0.186203,-0.98764,0.0056
,,,,-0.2285,-0.9729,0.024796
,,,,-0.193253,-0.847702,-0.044785
,,,,-0.162109,-0.841263,-0.004852
,,,,-0.178833,-0.896729,-0.054535
,,,,-0.211517,-0.894043,-0.056122
,,,,-0.224991,-0.95639,-0.079102
,,,,-0.193008,-0.942154,-0.137299
,,,,-0.176743,-0.937241,-0.154419
,,,,-0.18129,-0.970657,-0.160294
,,,,-0.168579,-1.040634,-0.167053
,,,,-0.202454,-1.087219,-0.199997
,,,,-0.122269,-1.195251,-0.148575
,,,,-0.017715,-1.153839,-0.074722
,,,,-0.006119,-0.976532,-0.01918
,,,,0.04422,-1.106995,-0.016022
,,,,-0.032867,-0.929672,-0.096939
,,,,-0.030197,-0.814194,-0.113754
,,,,-0.049438,-0.867996,-0.115189
,,,,-0.043259,-0.925278,-0.151169
,,,,-0.025833,-0.928345,-0.142258
,,,,-0.028946,-0.904907,-0.134628
,,,,-0.04126,-1.009949,-0.132065
,,,,-0.062714,-1.062759,-0.113388
,,,,-0.097961,-1.128906,-0.119659
,,,,-0.07312,-1.374146,-0.09021
,,,,-0.205063,-1.132278,-0.087524
,,,,-0.21492,-0.898056,-0.001099
,,,,-0.19606,-0.842026,-0.090317
,,,,-0.187439,-0.936646,-0.10733
,,,,-0.192795,-0.842941,-0.089584
,,,,-0.12558,-0.819778,-0.102295
,,,,-0.18248,-0.884979,-0.139084
,,,,-0.206375,-0.904785,-0.182281
,,,,-0.208527,-0.953842,-0.223053
,,,,-0.172195,-0.924194,-0.224106
,,,,-0.150909,-0.956009,-0.24025
,,,,-0.174332,-1.031998,-0.219208
,,,,-0.163788,-1.092972,-0.246277
,,,,-0.135986,-1.134995,-0.215637
,,,,-0.061417,-1.355194,-0.177628
,,,,-0.021881,-0.920242,0.027512
,,,,0.00824,-1.128342,-0.004501
,,,,-0.021011,-1.019547,-0.050583
,,,,-0.01712,-0.781464,-0.026337
,,,,-0.004257,-0.852982,-0.027878
,,,,0.013733,-0.935028,-0.052673
,,,,0.033875,-0.957413,-0.093597
,,,,0.021881,-0.931061,-0.083572
,,,,-0.001846,-0.929123,-0.11853
,,,,-0.019272,-0.906448,-0.12085
,,,,-0.022079,-1.094467,-0.216751
,,,,-0.075577,-1.198547,-0.19281
,,,,-0.093857,-1.266724,-0.192017
,,,,-0.015198,-1.340607,-0.089218
,,,,-0.176224,-0.867371,0.006134
,,,,-0.149933,-0.834885,0.060089
,,,,-0.187744,-0.963303,-0.005508
,,,,-0.159836,-0.9729,-0.032349
,,,,-0.182846,-0.920563,-0.040802
,,,,-0.15744,-0.92424,-0.054306
,,,,-0.183197,-0.870514,-0.115219
,,,,-0.177124,-0.90712,-0.104416
,,,,-0.172699,-0.872925,-0.178207
,,,,-0.163116,-0.962646,-0.185318
,,,,-0.178268,-1.017838,-0.218872
,,,,-0.153778,-1.001465,-0.215378
,,,,-0.15007,-1.05162,-0.254379
,,,,-0.109558,-1.031891,-0.269699
,,,,-0.115417,-1.046188,-0.259857
,,,,-0.121277,-1.286682,-0.266418
,,,,-0.033463,-1.039764,-0.104614
,,,,0.008057,-0.824814,0.003098
,,,,0.036911,-1.011337,-0.048096
,,,,-0.01152,-1.049438,-0.082199
,,,,-0.022781,-0.875671,-0.111572
,,,,-0.00209,-0.909317,-0.114517
,,,,0.004898,-0.950943,-0.11795
,,,,-0.000305,-0.956207,-0.10878
,,,,-0.016754,-0.960022,-0.079132
,,,,-0.03096,-1.045654,-0.100601
,,,,-0.056381,-1.047882,-0.072525
,,,,-0.081772,-1.229523,-0.083298
,,,,-0.106354,-1.313187,-0.082199
,,,,-0.219711,-1.0383,-0.012054
,,,,-0.230423,-0.869141,0.027084
,,,,-0.22168,-0.867783,-0.012573
,,,,-0.183334,-0.965073,-0.015976
,,,,-0.223114,-0.892456,-0.023193
,,,,-0.195541,-0.874298,-0.067841
,,,,-0.212814,-0.879257,-0.104095
,,,,-0.192459,-0.940582,-0.12413
,,,,-0.167007,-0.94603,-0.127716
,,,,-0.165115,-0.959625,-0.160095
,,,,-0.136002,-1.012802,-0.173233
,,,,-0.142319,-0.998993,-0.178207
,,,,-0.137466,-1.0168,-0.182663
,,,,-0.116089,-1.021317,-0.190735
,,,,-0.100784,-1.108459,-0.167282
,,,,-0.018372,-1.256317,-0.167862
,,,,0.038559,-0.934311,-0.008301
,,,,0.149033,-1.015366,-0.045654
,,,,0.022018,-1.085098,-0.042145
,,,,-0.020126,-0.908981,-0.097443
,,,,-0.010101,-0.818909,-0.077026
,,,,0.021713,-0.918961,-0.107513
,,,,0.00589,-1.02446,-0.113556
,,,,-0.010239,-0.960556,-0.107758
,,,,0.00444,-0.933823,-0.108383
,,,,-0.010178,-0.949219,-0.128418
,,,,-0.016541,-1.044052,-0.128647
,,,,-0.07132,-1.097672,-0.154205
,,,,-0.082184,-1.146454,-0.166275
,,,,-0.029541,-1.337051,-0.129166
,,,,-0.137527,-0.99707,-0.067184
,,,,-0.123016,-0.932571,0.042526
,,,,-0.190155,-0.96701,0.012161
,,,,-0.226166,-0.966507,-0.01329
,,,,-0.23851,-0.887161,-0.039948
,,,,-0.159225,-0.834045,-0.067764
,,,,-0.206299,-0.880539,-0.093567
,,,,-0.21257,-0.918915,-0.087082
,,,,-0.238632,-0.914505,-0.096054
,,,,-0.223083,-0.947464,-0.120178
,,,,-0.199341,-0.959427,-0.121811
,,,,-0.167664,-1.015076,-0.135239
,,,,-0.214737,-1.119629,-0.2229
,,,,-0.113998,-1.141098,-0.124924
,,,,0.022766,-1.324371,-0.187454
,,,,0.006027,-0.875671,-0.000061
,,,,0.134354,-0.970535,-0.044586
,,,,0.083725,-1.076416,-0.054199
,,,,-0.01709,-0.830734,-0.063339
,,,,0.007568,-0.916473,-0.065475
,,,,0.044632,-0.999588,-0.069275
,,,,0.016769,-0.959564,-0.099442
,,,,0.008926,-0.927765,-0.09169
,,,,0.015991,-0.93895,-0.113617
,,,,-0.012558,-0.951492,-0.129944
,,,,-0.014267,-1.031662,-0.141922
,,,,-0.047424,-1.111862,-0.193573
,,,,-0.086746,-1.051208,-0.151611
,,,,-0.03804,-1.179932,-0.10199
,,,,-0.086227,-1.319382,-0.117874
,,,,-0.179398,-0.799438,-0.001816
,,,,-0.152954,-0.93396,-0.016022
,,,,-0.180466,-0.972061,-0.029587
,,,,-0.15535,-0.903793,-0.042862
,,,,-0.166565,-0.876251,-0.039856
,,,,-0.168655,-0.916611,-0.08699
,,,,-0.210892,-0.896667,-0.131729
,,,,-0.180862,-0.952148,-0.127548
,,,,-0.172867,-0.966125,-0.152084
,,,,-0.156281,-0.978729,-0.161621
,,,,-0.180313,-0.976456,-0.165421
,,,,-0.18132,-0.996078,-0.189194
,,,,-0.146683,-1.026367,-0.197281
,,,,-0.128052,-0.96875,-0.173355
,,,,-0.148849,-1.117645,-0.137512
,,,,0.045837,-1.190536,-0.065598
,,,,0.00087,-1.014359,-0.027649
,,,,0.113556,-0.93367,-0.053909
,,,,0.116058,-0.98967,-0.055664
,,,,0.055496,-0.934402,-0.094345
,,,,0.064865,-0.903442,-0.114502
,,,,0.062027,-0.919205,-0.122177
,,,,0.094803,-1.009247,-0.089951
,,,,0.132553,-0.983826,-0.058517
,,,,0.075256,-1.032913,-0.042725
,,,,-0.003235,-0.985107,-0.045288
,,,,-0.107407,-1.298248,-0.108002
,,,,-0.093872,-1.016876,0.037094
,,,,0.010513,-0.870453,-0.030807
,,,,-0.056686,-1.263672,-0.008606
,,,,-0.148926,-0.889923,-0.096268
,,,,-0.063782,-0.798187,-0.094681
,,,,-0.112015,-0.921066,-0.115234
,,,,-0.1409,-1.01004,-0.117584
,,,,-0.150757,-0.971878,-0.136597
,,,,-0.144409,-0.955063,-0.156937
,,,,-0.112854,-0.973862,-0.146088
,,,,-0.1008,-0.951889,-0.170883
,,,,-0.117966,-0.963043,-0.125778
,,,,-0.125854,-1.043869,-0.147446
,,,,0.007553,-1.160294,-0.195557
,,,,0.138992,-1.019394,-0.139328
,,,,0.228073,-1.072083,-0.132355
,,,,0.204758,-0.99469,-0.133209
,,,,0.221069,-0.903305,-0.153809
,,,,0.192276,-0.817215,-0.138809
,,,,0.234344,-0.990036,-0.155762
,,,,0.179779,-1.132126,-0.081299
,,,,0.165741,-1.034241,-0.113937
,,,,0.163712,-0.94989,-0.06723
,,,,0.155563,-0.891754,-0.068832
,,,,0.210281,-0.918472,-0.036591
,,,,0.116806,-1.308121,-0.171112
,,,,-0.028091,-1.059204,-0.10347
,,,,0.030502,-0.865875,-0.09668
,,,,-0.101288,-0.899902,-0.096954
,,,,-0.160797,-1.054825,-0.147415
,,,,-0.166794,-1.019638,-0.127518
,,,,-0.157883,-0.909805,-0.111099
,,,,-0.160187,-0.91217,-0.111511
,,,,-0.212265,-0.962143,-0.116531
,,,,-0.227966,-0.969696,-0.133942
,,,,-0.213882,-0.933975,-0.128006
,,,,-0.181107,-0.946213,-0.129089
,,,,-0.192169,-0.981339,-0.122452
,,,,-0.157623,-1.100494,-0.166748
,,,,0.036987,-1.196243,-0.147537
,,,,0.099854,-1.008972,-0.106857
,,,,0.109695,-1.030563,-0.127411
,,,,0.121262,-0.917084,-0.129135
,,,,0.189972,-0.92514,-0.121826
,,,,0.151093,-0.987381,-0.121567
,,,,0.124542,-0.938919,-0.137604
,,,,0.106171,-0.972626,-0.120483
,,,,0.111115,-1.016693,-0.120621
,,,,0.083389,-0.972137,-0.120148
,,,,0.089294,-0.961349,-0.125458
,,,,0.006699,-0.988892,-0.162949
,,,,0.011597,-0.993149,-0.14473
,,,,-0.013657,-1.02594,-0.121887
,,,,-0.018539,-1.059479,-0.137085
,,,,-0.016281,-1.039154,-0.153137
,,,,-0.007141,-1.056091,-0.152176
,,,,0.011276,-1.171402,-0.107422
,,,,-0.051758,-1.197678,-0.074646
,,,,-0.147934,-0.841522,0.029892
,,,,-0.174774,-0.96698,-0.035339
,,,,-0.170456,-0.981628,-0.026062
,,,,-0.155304,-0.839981,-0.070663
,,,,-0.144623,-0.841873,-0.09697
,,,,-0.141541,-0.902359,-0.10553
,,,,-0.187836,-0.932556,-0.143997
,,,,-0.172333,-0.890015,-0.155182
,,,,-0.161118,-0.942139,-0.193726
,,,,-0.132248,-0.983154,-0.127792
,,,,-0.113678,-1.121277,-0.192047
,,,,-0.098862,-1.145752,-0.155533
,,,,-0.069565,-1.386368,-0.133072
,,,,0.108994,-1.015366,0.034164
,,,,0.174362,-1.075089,0.020523
,,,,0.061783,-1.060654,-0.058807
,,,,-0.011627,-0.733704,-0.036987
,,,,0.071625,-0.784897,-0.070068
,,,,0.05809,-0.930954,-0.097855
,,,,0.042175,-0.937469,-0.111526
,,,,0.010834,-0.896591,-0.141235
,,,,-0.000092,-1.00882,-0.164688
,,,,-0.017761,-1.104584,-0.173477
,,,,-0.030807,-1.205917,-0.205948
,,,,-0.07019,-1.267914,-0.130417
,,,,-0.101196,-1.244431,-0.063766
,,,,-0.201965,-0.853302,0.040802
,,,,-0.228119,-0.868225,0.012146
,,,,-0.226456,-0.995895,-0.02034
,,,,-0.238281,-0.846771,-0.028992
,,,,-0.21376,-0.794724,-0.080505
,,,,-0.207184,-0.843384,-0.097244
,,,,-0.226547,-0.891251,-0.147537
,,,,-0.210526,-0.926529,-0.156921
,,,,-0.191956,-0.930267,-0.193069
,,,,-0.169281,-0.960175,-0.183289
,,,,-0.154495,-1.038895,-0.180527
,,,,-0.159637,-1.162964,-0.261963
,,,,-0.094772,-1.12059,-0.165268
,,,,-0.058807,-1.373611,-0.208984
,,,,0.012299,-0.942123,0.080215
,,,,0.08371,-1.041763,-0.018326
,,,,0.011688,-1.018341,-0.045029
,,,,-0.062241,-0.781158,-0.045197
,,,,-0.014969,-0.83046,-0.077606
,,,,-0.018326,-0.913742,-0.105545
,,,,-0.016052,-0.954208,-0.117813
,,,,-0.017227,-0.968307,-0.116531
,,,,-0.033279,-0.961472,-0.14238
,,,,-0.018127,-1.014908,-0.147079
,,,,-0.037308,-1.058823,-0.154724
,,,,-0.071503,-1.203491,-0.143677
,,,,-0.086899,-1.402817,-0.119141
,,,,-0.284927,-1.12323,0.007889
,,,,-0.279724,-0.835175,0.046692
,,,,-0.209854,-0.899338,-0.033432
,,,,-0.211884,-0.918442,-0.039963
,,,,-0.21991,-0.829147,-0.030579
,,,,-0.197144,-0.824097,-0.065964
,,,,-0.253265,-0.869385,-0.095581
,,,,-0.24968,-0.906769,-0.153046
,,,,-0.219681,-0.923035,-0.177521
,,,,-0.168884,-0.917908,-0.194626
,,,,-0.1716,-0.932831,-0.19577
,,,,-0.123459,-1.050491,-0.198547
,,,,-0.136353,-1.089966,-0.256683
,,,,-0.156006,-1.117783,-0.197876
,,,,-0.134293,-1.34671,-0.182678
,,,,-0.012466,-1.027023,0.03183
,,,,-0.012161,-0.905014,-0.043793
,,,,0.007812,-1.142059,-0.023605
,,,,-0.125809,-0.85524,-0.071777
,,,,-0.074722,-0.814484,-0.09935
,,,,-0.041626,-0.904022,-0.099655
,,,,-0.015625,-0.889389,-0.131409
,,,,0.009033,-0.923859,-0.150726
,,,,-0.013611,-0.951462,-0.202744
,,,,-0.033722,-0.998611,-0.184967
,,,,-0.063766,-1.069107,-0.185043
,,,,-0.154907,-1.157135,-0.253159
,,,,-0.127365,-1.169662,-0.136734
,,,,-0.098175,-1.321442,-0.159882
,,,,-0.278214,-0.905106,-0.001999
,,,,-0.216171,-0.93866,-0.010925
,,,,-0.245651,-0.985947,-0.020432
,,,,-0.219849,-0.858063,-0.053879
,,,,-0.190933,-0.823807,-0.065887
,,,,-0.172897,-0.825974,-0.106216
,,,,-0.19725,-0.866684,-0.11644
,,,,-0.19783,-0.906464,-0.146149
,,,,-0.193878,-0.932968,-0.156433
,,,,-0.174728,-0.983688,-0.174423
,,,,-0.12471,-1.055344,-0.146606
,,,,-0.140305,-1.161377,-0.221863
,,,,-0.088806,-1.122223,-0.132126
,,,,-0.00708,-1.329407,-0.131073
,,,,0.03299,-0.874802,0.070587
,,,,0.081451,-1.113983,-0.024078
,,,,-0.003937,-1.053543,-0.077347
,,,,-0.034149,-0.803711,-0.092133
,,,,0.018875,-0.826675,-0.105942
,,,,0.013306,-0.895157,-0.119415
,,,,0.017258,-0.950272,-0.153046
,,,,-0.009354,-0.908844,-0.17453
,,,,-0.015106,-0.934586,-0.185837
,,,,-0.052078,-0.992096,-0.219742
,,,,-0.032608,-1.168777,-0.250275
,,,,-0.103897,-1.137482,-0.196625
,,,,-0.096329,-1.171463,-0.105743
,,,,-0.122711,-1.281723,-0.126572
,,,,-0.274124,-0.768021,0.059021
,,,,-0.162537,-0.99704,-0.101196
,,,,-0.134018,-0.99855,-0.070068
,,,,-0.146454,-0.789215,-0.067108
,,,,-0.111359,-0.808563,-0.073868
,,,,-0.13913,-0.900635,-0.140762
,,,,-0.194992,-0.900879,-0.134033
,,,,-0.155869,-0.937027,-0.161713
,,,,-0.136978,-0.937866,-0.183105
,,,,-0.120789,-0.991882,-0.215454
,,,,-0.118469,-1.070602,-0.195145
,,,,-0.148743,-1.128113,-0.221634
,,,,-0.086411,-1.093552,-0.172546
,,,,-0.027191,-1.373962,-0.248703
,,,,0.066895,-0.952255,0.05574
,,,,0.009033,-1.098724,-0.050156
,,,,-0.044128,-0.959915,-0.091324
,,,,0.009903,-0.760284,-0.091675
,,,,0.017441,-0.839386,-0.115829
,,,,0.027054,-0.921066,-0.134293
,,,,0.0289,-0.912048,-0.154709
,,,,-0.008759,-0.904572,-0.140442
,,,,-0.04155,-1.020065,-0.187454
,,,,-0.061661,-1.063324,-0.196289
,,,,-0.094162,-1.144958,-0.214386
,,,,-0.109863,-1.309784,-0.116394
,,,,-0.148499,-1.227325,-0.136154
,,,,-0.174225,-0.814178,0.052628
,,,,-0.216171,-0.940567,-0.014481
,,,,-0.195526,-0.980682,-0.074356
,,,,-0.182922,-0.896576,-0.096741
,,,,-0.172501,-0.805542,-0.110275
,,,,-0.167496,-0.847122,-0.140015
,,,,-0.185135,-0.865509,-0.169464
,,,,-0.169617,-0.906067,-0.205124
,,,,-0.14537,-0.938416,-0.239746
,,,,-0.127151,-0.955994,-0.207306
,,,,-0.111816,-1.020844,-0.184937
,,,,-0.14447,-1.162018,-0.264679
,,,,-0.134949,-1.080612,-0.240952
,,,,-0.130356,-1.355911,-0.204971
,,,,0.014908,-1.00592,0.007187
,,,,0.023026,-1.069199,-0.054855
,,,,-0.021011,-1.050644,-0.10556
,,,,-0.084274,-0.739059,-0.090073
,,,,-0.015289,-0.83197,-0.128677
,,,,-0.019669,-0.961304,-0.15271
,,,,-0.014267,-0.915878,-0.153091
,,,,0.004593,-0.901901,-0.182175
,,,,-0.008072,-0.907333,-0.194092
,,,,-0.021347,-0.981094,-0.186432
,,,,-0.048538,-1.096085,-0.208145
,,,,-0.119232,-1.19519,-0.23465
,,,,-0.112213,-1.212753,-0.155563
,,,,-0.060867,-1.405624,-0.125397
,,,,-0.277939,-0.76387,0.028793
,,,,-0.14476,-0.880432,-0.012817
,,,,-0.20549,-1.088531,-0.056305
,,,,-0.196243,-0.87355,-0.042236
,,,,-0.144836,-0.797318,-0.095154
,,,,-0.125443,-0.800049,-0.211609
,,,,-0.124405,-0.872192,-0.234039
,,,,-0.169144,-0.911987,-0.250931
,,,,-0.127441,-0.972031,-0.23259
,,,,-0.190933,-0.976089,-0.200562
,,,,-0.129028,-1.019379,-0.194611
,,,,-0.148819,-1.071686,-0.246094
,,,,-0.053009,-1.062347,-0.187943
,,,,-0.025986,-1.420502,-0.213348
,,,,0.085938,-1.090424,0.028976
,,,,0.054901,-1.141907,-0.032608
,,,,-0.018021,-0.959473,-0.092545
,,,,0.023331,-0.736832,-0.056091
,,,,0.025375,-0.851578,-0.079956
,,,,-0.007309,-0.894852,-0.101135
,,,,0.036118,-0.92218,-0.170898
,,,,0.019302,-0.926361,-0.185196
,,,,0.003647,-0.94458,-0.236176
,,,,-0.010025,-1.050293,-0.219833
,,,,-0.052155,-1.122452,-0.280701
,,,,-0.076981,-1.040222,-0.223663
,,,,-0.017181,-1.114471,-0.104828
,,,,-0.116074,-1.285522,-0.09671
,,,,-0.243515,-0.758133,0.083115
,,,,-0.163712,-1.11412,-0.066147
,,,,-0.158264,-1.008423,-0.085068
,,,,-0.167236,-0.814713,-0.06459
,,,,-0.106781,-0.8479,-0.074356
,,,,-0.154129,-0.883728,-0.134674
,,,,-0.170319,-0.86554,-0.154572
,,,,-0.167084,-0.88533,-0.172241
,,,,-0.110764,-0.931519,-0.174698
,,,,-0.112701,-0.978302,-0.184265
,,,,-0.096222,-1.094879,-0.243942
,,,,-0.137924,-1.148773,-0.247177
,,,,-0.151016,-1.175949,-0.122879
,,,,0.041504,-1.24881,-0.111389
,,,,0.082764,-0.851288,-0.01239
,,,,0.05658,-1.095673,-0.049362
,,,,-0.033493,-0.914764,-0.074951
,,,,-0.017899,-0.785278,-0.068802
,,,,-0.009201,-0.875214,-0.093796
,,,,-0.004349,-0.937103,-0.127686
,,,,0.015808,-0.936218,-0.147415
,,,,-0.01825,-0.968765,-0.173798
,,,,-0.030838,-0.99147,-0.180191
,,,,-0.041336,-1.016983,-0.175995
,,,,-0.069992,-1.162567,-0.194427
,,,,-0.142197,-1.179321,-0.132004
,,,,-0.036774,-1.351562,-0.105072
,,,,-0.262833,-0.919968,0.018753
,,,,-0.206238,-0.906631,-0.006165
,,,,-0.173416,-1.085281,-0.019821
,,,,-0.188934,-0.846069,-0.05365
,,,,-0.154739,-0.797913,-0.087418
,,,,-0.139374,-0.86441,-0.136063
,,,,-0.159668,-0.87767,-0.157883
,,,,-0.174881,-0.896423,-0.192963
,,,,-0.148193,-0.907761,-0.219147
,,,,-0.140137,-0.943634,-0.228363
,,,,-0.144302,-1.034225,-0.195175
,,,,-0.137863,-1.189407,-0.249512
,,,,-0.150681,-1.13353,-0.24678
,,,,-0.098923,-1.24205,-0.180939
,,,,0.014511,-0.942307,-0.048798
,,,,0.040863,-1.053101,-0.055038
,,,,-0.014114,-1.142075,-0.122208
,,,,-0.043823,-0.768982,-0.088974
,,,,-0.000336,-0.797379,-0.111465
,,,,0.007278,-0.871338,-0.141144
,,,,0.011017,-0.907013,-0.155701
,,,,-0.008591,-0.95224,-0.177261
,,,,-0.016739,-1.018295,-0.18663
,,,,-0.02774,-1.051285,-0.184021
,,,,-0.044281,-1.172455,-0.200485
,,,,-0.117493,-1.300491,-0.115646
,,,,-0.13031,-1.31218,-0.046783
,,,,-0.236923,-0.847,0.097443
,,,,-0.198349,-0.921082,0.020432
,,,,-0.194336,-0.950653,0.014755
,,,,-0.201279,-0.845093,-0.026474
,,,,-0.13916,-0.812469,-0.035126
,,,,-0.173737,-0.907318,-0.096664
,,,,-0.183533,-0.905014,-0.113419
,,,,-0.175308,-0.947769,-0.142685
,,,,-0.150208,-0.93988,-0.168457
,,,,-0.148117,-0.930099,-0.190445
,,,,-0.140701,-0.9646,-0.161789
,,,,-0.167694,-1.091446,-0.231277
,,,,-0.131683,-1.110779,-0.179321
,,,,-0.117081,-1.214706,-0.109802
,,,,-0.002548,-1.257248,-0.063141
,,,,-0.025711,-0.856079,0.033997
,,,,0.080612,-1.039703,0.007645
,,,,-0.022202,-0.955505,-0.04306
,,,,-0.016602,-0.813568,-0.066559
,,,,0.005463,-0.910095,-0.072342
,,,,0.004944,-0.965225,-0.118652
,,,,0.013977,-0.92421,-0.110275
,,,,0.003952,-0.917847,-0.130814
,,,,-0.01619,-0.951508,-0.134857
,,,,-0.018265,-1.028442,-0.15213
,,,,-0.022614,-1.13884,-0.142029
,,,,-0.096786,-1.152893,-0.195679
,,,,-0.081238,-1.158554,-0.077698
,,,,-0.109573,-1.292084,-0.155502
,,,,-0.26001,-0.654755,0.090134
,,,,-0.218704,-1.087631,-0.082932
,,,,-0.160095,-0.980133,-0.10173
,,,,-0.108734,-0.753784,-0.097443
,,,,-0.091888,-0.818588,-0.117859
,,,,-0.147186,-0.903046,-0.158356
,,,,-0.192047,-0.93988,-0.18129
,,,,-0.143646,-0.942642,-0.209961
,,,,-0.100876,-0.938446,-0.222107
,,,,-0.131577,-0.964005,-0.220947
,,,,-0.136108,-1.056412,-0.210999
,,,,-0.136749,-1.093292,-0.260605
,,,,-0.067215,-1.120895,-0.159302
,,,,-0.018158,-1.415375,-0.143845
,,,,-0.022522,-0.857605,0.008972
,,,,0.033905,-1.064911,-0.034027
,,,,-0.051514,-0.964035,-0.069519
,,,,-0.044739,-0.774857,-0.065384
,,,,-0.011978,-0.880524,-0.095718
,,,,0.000839,-0.973022,-0.132721
,,,,-0.003479,-0.95372,-0.141525
,,,,-0.004791,-0.921097,-0.168671
,,,,-0.020645,-0.918518,-0.160431
,,,,-0.026245,-1.012726,-0.193436
,,,,-0.052338,-1.117188,-0.191727
,,,,-0.113419,-1.15686,-0.22905
,,,,-0.099136,-1.153748,-0.174362
,,,,-0.081055,-1.381332,-0.135788
,,,,-0.280228,-0.88974,0.016464
,,,,-0.18248,-0.935287,-0.006531
,,,,-0.219925,-1.009811,-0.038269
,,,,-0.14975,-0.846527,-0.082642
,,,,-0.127029,-0.80217,-0.074753
,,,,-0.117661,-0.872437,-0.134369
,,,,-0.177444,-0.912842,-0.14209
,,,,-0.172882,-0.923065,-0.196091
,,,,-0.131058,-0.911636,-0.208725
,,,,-0.109436,-0.934219,-0.201263
,,,,-0.110016,-1.003403,-0.206543
,,,,-0.123596,-1.161591,-0.262009
,,,,-0.093002,-1.132202,-0.217102
,,,,-0.081055,-1.384445,-0.219315
,,,,0.027176,-0.958862,0.025055
,,,,0.066162,-1.045853,-0.052399
,,,,-0.002274,-1.036774,-0.060425
,,,,-0.019455,-0.810379,-0.102997
,,,,-0.008606,-0.802109,-0.109238
,,,,0.003525,-0.906372,-0.15918
,,,,0.006439,-0.923965,-0.149002
,,,,0.013474,-0.916595,-0.159485
,,,,0.001801,-0.961761,-0.168182
,,,,-0.016327,-1.024918,-0.198868
,,,,-0.015579,-1.061737,-0.18837
,,,,-0.088974,-1.138016,-0.213135
,,,,-0.090439,-1.226501,-0.149872
,,,,-0.073547,-1.337433,-0.140106
,,,,-0.241409,-0.799286,0.02597
,,,,-0.166122,-0.953415,-0.037781
,,,,-0.174606,-0.985947,-0.044571
,,,,-0.159241,-0.85675,-0.076218
,,,,-0.113312,-0.831268,-0.082123
,,,,-0.129654,-0.892288,-0.133698
,,,,-0.169556,-0.90918,-0.135529
,,,,-0.149216,-0.931503,-0.162048
,,,,-0.129227,-0.94223,-0.192123
,,,,-0.103912,-0.945847,-0.211044
,,,,-0.120712,-0.99855,-0.160034
,,,,-0.147247,-1.145355,-0.238327
,,,,-0.087952,-1.162582,-0.1866
,,,,-0.068787,-1.316422,-0.149658
,,,,0.012787,-0.985229,0.028793
,,,,0.074081,-1.05278,-0.012695
,,,,-0.014572,-1.042191,-0.062668
,,,,-0.017014,-0.791122,-0.063293
,,,,0.01265,-0.841003,-0.095245
,,,,-0.013504,-0.917786,-0.134262
,,,,0.006973,-0.898392,-0.142487
,,,,0.021255,-0.8965,-0.155624
,,,,-0.00914,-0.962387,-0.185577
,,,,-0.016846,-1.024231,-0.206253
,,,,-0.036041,-1.044785,-0.192047
,,,,-0.074783,-1.153671,-0.221573
,,,,-0.079102,-1.181625,-0.159821
,,,,-0.055847,-1.415024,-0.13147
,,,,-0.269073,-0.864731,-0.001846
,,,,-0.16391,-0.899857,-0.006836
,,,,-0.180954,-1.044388,-0.043991
,,,,-0.144348,-0.852722,-0.058655
,,,,-0.127716,-0.828995,-0.051956
,,,,-0.141159,-0.899002,-0.118484
,,,,-0.194458,-0.929657,-0.135666
,,,,-0.183899,-0.931168,-0.157654
,,,,-0.143463,-0.931519,-0.181625
,,,,-0.123154,-0.923218,-0.204376
,,,,-0.122894,-0.983124,-0.210648
,,,,-0.135986,-1.068802,-0.225586
,,,,-0.119583,-1.073364,-0.226593
,,,,-0.069748,-1.115753,-0.164139
,,,,-0.056488,-1.401398,-0.151993
,,,,-0.080154,-0.906494,0.078445
,,,,-0.011032,-1.045624,-0.006897
,,,,-0.022476,-1.035965,-0.069305
,,,,-0.06337,-0.935898,-0.067795
,,,,-0.015076,-0.877258,-0.082306
,,,,-0.014969,-0.825165,-0.181366
,,,,0.00206,-0.822723,-0.237122
,,,,0.012497,-0.880127,-0.244156
,,,,-0.018265,-0.989059,-0.235138
,,,,-0.01741,-1.00824,-0.242035
,,,,-0.019714,-1.071625,-0.246445
,,,,-0.055603,-1.124466,-0.216949
,,,,-0.100372,-1.226166,-0.160995
,,,,-0.133469,-1.210648,-0.169205
,,,,-0.162186,-0.87532,-0.010956
,,,,-0.16301,-0.977539,-0.031647
,,,,-0.212814,-0.916656,-0.038086
,,,,-0.157852,-0.886093,-0.118973
,,,,-0.157684,-0.879684,-0.099747
,,,,-0.150436,-0.89801,-0.158707
,,,,-0.186264,-0.918961,-0.168564
,,,,-0.157883,-0.917099,-0.18335
,,,,-0.179077,-0.894409,-0.21521
,,,,-0.14859,-0.945267,-0.208267
,,,,-0.130737,-0.952576,-0.225464
,,,,-0.113617,-0.996384,-0.243286
,,,,-0.101883,-1.060318,-0.17955
,,,,-0.087204,-1.420837,-0.181229
,,,,-0.06041,-1.092697,-0.036087
,,,,-0.001022,-1.062531,-0.028763
,,,,-0.012863,-1.032547,-0.035812
,,,,0.002686,-0.845596,-0.074127
,,,,-0.010315,-0.898743,-0.083435
,,,,-0.088684,-0.901184,-0.170929
,,,,-0.010605,-0.895187,-0.187042
,,,,-0.004135,-0.923447,-0.168167
,,,,0.031937,-0.941147,-0.186279
,,,,-0.008072,-0.985199,-0.215607
