0,2.2,2,,x (in G's),y (in G's),z (in G's)
,,,,-0.013779,-1.012283,-0.094757
,,,,-0.018417,-1.018677,-0.131897
,,,,-0.040115,-0.975143,-0.121185
,,,,-0.069336,-0.930176,-0.177643
,,,,-0.163849,-1.179779,-0.237625
,,,,-0.091354,-1.03479,-0.168915
,,,,-0.018463,-0.921936,-0.133484
,,,,-0.030716,-0.966904,-0.133163
,,,,-0.063477,-0.900391,-0.150909
,,,,-0.076553,-0.929214,-0.182907
,,,,-0.148865,-1.099472,-0.175461
,,,,-0.111359,-0.953293,-0.176071
,,,,-0.04335,-0.888153,-0.152939
,,,,-0.147156,-0.921539,-0.158768
,,,,-0.12883,-1.005951,-0.185593
,,,,-0.096664,-1.033203,-0.188339
,,,,-0.101074,-0.980362,-0.177719
,,,,-0.105865,-0.985611,-0.138168
,,,,-0.127563,-1.006989,-0.124329
,,,,-0.136719,-0.996063,-0.143982
,,,,-0.109009,-1.110138,-0.156174
,,,,-0.026398,-1.016739,-0.125031
,,,,-0.014908,-1.07695,-0.098541
,,,,0.067139,-1.00882,-0.029739
,,,,0.016296,-0.868256,-0.020752
,,,,0.023636,-1.053802,-0.015503
,,,,-0.016159,-1.070251,-0.05719
,,,,0.006653,-0.965851,-0.053802
,,,,0.00148,-0.925598,-0.038116
,,,,0.016418,-0.957306,-0.045746
,,,,0.024643,-1.006363,-0.053955
,,,,0.064133,-1.0215,-0.057175
,,,,0.046997,-0.98204,-0.04364
,,,,0.00853,-1.021667,-0.057175
,,,,-0.042908,-1.08316,-0.066193
,,,,-0.014435,-1.065826,-0.068283
,,,,-0.085236,-1.282471,-0.113678
,,,,-0.197372,-0.891006,-0.079926
,,,,-0.204697,-0.859589,-0.033875
,,,,-0.248978,-0.946152,-0.044754
,,,,-0.269196,-0.960831,-0.077011
,,,,-0.235306,-0.997101,-0.125671
,,,,-0.169556,-0.938141,-0.146225
,,,,-0.181274,-0.909546,-0.153717
,,,,-0.190552,-0.91391,-0.195496
,,,,-0.188232,-0.934326,-0.139404
,,,,-0.198334,-0.985367,-0.172012
,,,,-0.174301,-0.978851,-0.15419
,,,,-0.184082,-0.929428,-0.184616
,,,,-0.145813,-0.931015,-0.165176
,,,,-0.147873,-0.952408,-0.179062
,,,,-0.147507,-1.001007,-0.212601
,,,,-0.187851,-1.008545,-0.214859
,,,,-0.202652,-0.976898,-0.24437
,,,,-0.224335,-1.012451,-0.237503
,,,,-0.16478,-1.197739,-0.214325
,,,,-0.19165,-0.977966,-0.236679
,,,,-0.134018,-0.872818,-0.088409
,,,,-0.012375,-0.949585,-0.040253
,,,,-0.050949,-1.200455,-0.052063
,,,,-0.068008,-1.038513,-0.057175
,,,,-0.054657,-0.962509,-0.051971
,,,,-0.038406,-0.949585,-0.03125
,,,,-0.036209,-0.997177,-0.035507
,,,,-0.025253,-1.026245,-0.069305
,,,,-0.017075,-0.984604,-0.086197
,,,,-0.019257,-0.974365,-0.073792
,,,,-0.007401,-0.982162,-0.116821
,,,,-0.016754,-0.956818,-0.095169
,,,,-0.018341,-0.971664,-0.120346
,,,,-0.023224,-0.989517,-0.133011
,,,,-0.023727,-0.988281,-0.130463
,,,,-0.039536,-0.989548,-0.156036
,,,,-0.146225,-1.228577,-0.117508
,,,,-0.194763,-1.07135,-0.135864
,,,,-0.207077,-0.843445,-0.045624
,,,,-0.180206,-0.860916,-0.000488
,,,,-0.232025,-0.94104,0.008514
,,,,-0.31636,-0.986847,0.042923
,,,,-0.294601,-1.038635,-0.028107
,,,,-0.239594,-1.009262,-0.034058
,,,,-0.211517,-0.923874,-0.049866
,,,,-0.189148,-0.890518,-0.049072
,,,,-0.194534,-0.941055,-0.056458
,,,,-0.224442,-0.973816,-0.062592
,,,,-0.225616,-0.978928,-0.068863
,,,,-0.202789,-0.970932,-0.066315
,,,,-0.200256,-0.961411,-0.061478
,,,,-0.174576,-1.019073,-0.055161
,,,,-0.180725,-1.111008,-0.078781
,,,,-0.221497,-1.260437,-0.060364
,,,,-0.107285,-1.136215,-0.064087
,,,,-0.030045,-0.792282,0.025238
,,,,0.051941,-0.821732,-0.045654
,,,,0.04422,-1.154922,-0.016769
,,,,-0.022858,-0.991913,-0.088959
,,,,-0.011032,-0.902023,-0.072906
,,,,0.007965,-0.929443,-0.073273
,,,,-0.013504,-0.988937,-0.106308
,,,,-0.013824,-0.985199,-0.069427
,,,,0.001129,-0.983627,-0.090317
,,,,-0.013046,-1.010315,-0.082901
,,,,-0.005585,-1.058395,-0.058197
,,,,-0.048523,-1.138901,-0.097137
,,,,-0.047577,-1.205246,-0.031647
,,,,-0.064224,-1.326294,0.016327
,,,,-0.2314,-0.999344,0.036621
,,,,-0.242035,-0.799057,0.089233
,,,,-0.2453,-0.80629,0.024109
,,,,-0.294174,-0.904297,0.021912
,,,,-0.275024,-0.888641,-0.021133
,,,,-0.247513,-0.899078,-0.049286
,,,,-0.30098,-0.902466,-0.0905
,,,,-0.288452,-0.927856,-0.081009
,,,,-0.259567,-0.922836,-0.082977
,,,,-0.235107,-0.893387,-0.112122
,,,,-0.229172,-0.927475,-0.122681
,,,,-0.203842,-0.976715,-0.137558
,,,,-0.202057,-1.09053,-0.201965
,,,,-0.192139,-1.144775,-0.175446
,,,,-0.187271,-1.126495,-0.163193
,,,,-0.171265,-1.218048,-0.129379
,,,,-0.057877,-0.844604,0.00795
,,,,0.02829,-0.929306,0.007965
,,,,-0.017395,-1.141525,0.010895
,,,,-0.104904,-0.932159,-0.036453
,,,,-0.052063,-0.843369,-0.064987
,,,,-0.016937,-0.915558,-0.069336
,,,,-0.024948,-0.929367,-0.099045
,,,,-0.014938,-0.947327,-0.075653
,,,,-0.017853,-0.989777,-0.091492
,,,,-0.079819,-1.016479,-0.086517
,,,,-0.058441,-1.081146,-0.075302
,,,,-0.102798,-1.136353,-0.112167
,,,,-0.121826,-1.255219,-0.044083
,,,,-0.1465,-1.206863,-0.08223
,,,,-0.279099,-0.991165,0.05368
,,,,-0.301559,-0.86644,0.093353
,,,,-0.328918,-0.792191,0.058243
,,,,-0.292786,-0.928909,0.008606
,,,,-0.271545,-0.889099,0.013412
,,,,-0.238312,-0.847351,-0.027588
,,,,-0.293732,-0.855286,-0.040192
,,,,-0.288132,-0.888519,-0.069504
,,,,-0.258469,-0.909637,-0.088791
,,,,-0.252029,-0.967804,-0.120255
,,,,-0.232513,-0.989807,-0.121536
,,,,-0.220322,-1.0513,-0.139435
,,,,-0.236893,-1.077438,-0.177582
,,,,-0.194977,-1.102295,-0.110168
,,,,-0.182236,-1.298172,-0.14682
,,,,-0.108337,-1.043396,-0.053116
,,,,-0.018112,-0.832733,0.082687
,,,,0.004044,-0.961105,0.014572
,,,,-0.073074,-0.991211,-0.03862
,,,,-0.099716,-0.84903,-0.056976
,,,,-0.042877,-0.943481,-0.054291
,,,,-0.063034,-0.979095,-0.080017
,,,,-0.046402,-0.969498,-0.066925
,,,,-0.029694,-0.943268,-0.095779
,,,,-0.026611,-0.951294,-0.090454
,,,,-0.056763,-1.011169,-0.089874
,,,,-0.108566,-1.131256,-0.117081
,,,,-0.174545,-1.160095,-0.149521
,,,,-0.175003,-1.237244,-0.052414
,,,,-0.201294,-1.118576,0.001907
,,,,-0.20842,-0.895615,0.065735
,,,,-0.233688,-0.863419,0.01889
,,,,-0.280365,-0.89418,0.003952
,,,,-0.253403,-0.922256,-0.018127
,,,,-0.221771,-0.870438,-0.033676
,,,,-0.235168,-0.863251,-0.073257
,,,,-0.260269,-0.873962,-0.075378
,,,,-0.251556,-0.906372,-0.085175
,,,,-0.238388,-0.937363,-0.12915
,,,,-0.216721,-0.965164,-0.159241
,,,,-0.215591,-0.985901,-0.164322
,,,,-0.224045,-1.044647,-0.208527
,,,,-0.217804,-1.071442,-0.198624
,,,,-0.204987,-1.065186,-0.174179
,,,,-0.182755,-1.383896,-0.189087
,,,,-0.062317,-0.891129,0.053345
,,,,-0.02066,-1.02832,-0.026962
,,,,-0.096268,-1.057312,-0.039703
,,,,-0.086441,-0.785812,-0.043137
,,,,-0.018723,-0.871231,-0.077164
,,,,-0.068054,-0.991653,-0.105682
,,,,-0.034698,-0.952057,-0.113129
,,,,-0.032608,-0.956894,-0.135101
,,,,-0.062897,-0.964569,-0.127991
,,,,-0.078354,-0.983917,-0.146133
,,,,-0.108276,-1.025803,-0.173279
,,,,-0.139999,-1.096298,-0.194443
,,,,-0.159515,-1.060913,-0.150558
,,,,-0.163284,-1.1409,-0.125107
,,,,-0.220444,-1.183182,-0.116302
,,,,-0.19043,-0.827057,0.019455
,,,,-0.262848,-0.918045,0.019928
,,,,-0.297562,-0.954086,-0.023605
,,,,-0.250839,-0.89975,-0.063446
,,,,-0.187057,-0.828995,-0.048248
,,,,-0.210556,-0.89592,-0.089371
,,,,-0.257446,-0.918503,-0.111221
,,,,-0.239456,-0.925949,-0.133179
,,,,-0.207947,-0.932159,-0.139603
,,,,-0.198624,-0.934769,-0.147278
,,,,-0.209991,-0.981125,-0.160873
,,,,-0.224838,-1.054779,-0.194794
,,,,-0.210098,-1.077576,-0.2173
,,,,-0.194397,-1.125259,-0.127594
,,,,-0.166611,-1.332169,-0.169632
,,,,-0.109802,-0.927887,-0.006409
,,,,-0.065674,-0.90126,-0.009354
,,,,-0.021011,-0.955643,0.017273
,,,,-0.080856,-0.919067,-0.083511
,,,,-0.076645,-0.876694,-0.071762
,,,,-0.066589,-0.925613,-0.071228
,,,,-0.061066,-0.950226,-0.085388
,,,,-0.04277,-0.93222,-0.098633
,,,,-0.059418,-0.969193,-0.087219
,,,,-0.097977,-1.004501,-0.105606
,,,,-0.128738,-1.077591,-0.110504
,,,,-0.146179,-1.157013,-0.128204
,,,,-0.233047,-1.265106,-0.06073
,,,,-0.295364,-1.131226,-0.001816
,,,,-0.278183,-0.819641,0.047623
,,,,-0.31955,-0.882584,-0.007553
,,,,-0.274231,-0.922653,-0.032089
,,,,-0.243622,-0.824524,-0.02095
,,,,-0.207565,-0.856262,-0.052444
,,,,-0.2668,-0.892273,-0.089081
,,,,-0.271774,-0.929459,-0.104172
,,,,-0.2491,-0.942154,-0.123779
,,,,-0.246048,-0.924713,-0.140778
,,,,-0.216507,-0.934174,-0.162567
,,,,-0.234924,-1.025421,-0.160446
,,,,-0.256775,-1.053452,-0.193146
,,,,-0.207947,-1.04454,-0.138214
,,,,-0.224854,-1.245651,-0.035614
,,,,-0.027573,-1.17572,-0.025558
,,,,-0.022141,-0.884384,-0.002625
,,,,-0.042099,-1.01915,-0.003296
,,,,-0.064575,-0.860016,-0.047531
,,,,-0.039825,-0.831757,-0.06572
,,,,-0.03862,-0.962662,-0.07074
,,,,-0.031647,-0.979492,-0.088181
,,,,-0.020401,-0.960617,-0.05484
,,,,-0.047806,-0.932953,-0.12442
,,,,-0.044952,-0.934769,-0.096039
,,,,-0.076462,-1.04097,-0.117737
,,,,-0.160355,-1.076294,-0.158264
,,,,-0.197601,-1.072189,-0.174835
,,,,-0.178757,-1.165192,-0.110764
,,,,-0.150055,-1.333679,-0.08873
,,,,-0.256378,-0.849213,0.003723
,,,,-0.192917,-0.817139,0.060959
,,,,-0.244568,-0.953552,0.006104
,,,,-0.226425,-0.935959,0.005341
,,,,-0.224457,-0.892471,-0.042313
,,,,-0.224136,-0.9077,-0.070511
,,,,-0.2258,-0.908325,-0.091537
,,,,-0.216507,-0.880692,-0.09108
,,,,-0.197296,-0.891495,-0.134277
,,,,-0.19635,-0.939072,-0.163513
,,,,-0.207993,-0.995468,-0.159271
,,,,-0.221024,-1.096146,-0.187149
,,,,-0.166992,-1.108612,-0.146408
,,,,-0.188828,-1.204437,-0.077744
,,,,-0.072723,-1.232117,-0.019089
,,,,-0.045853,-0.891403,0.07959
,,,,-0.000763,-1.01207,0.005524
,,,,-0.028564,-0.972794,-0.030563
,,,,-0.04985,-0.8423,-0.021484
,,,,-0.035812,-0.900131,-0.045227
,,,,-0.060623,-0.932861,-0.083588
,,,,-0.046585,-0.934753,-0.098679
,,,,-0.037888,-0.932693,-0.095612
,,,,-0.057755,-0.945648,-0.084518
,,,,-0.091202,-1.035126,-0.13974
,,,,-0.156662,-1.126633,-0.124817
,,,,-0.182755,-1.214066,-0.162979
,,,,-0.172592,-1.290451,-0.09108
,,,,-0.245621,-1.109177,0.011673
,,,,-0.248047,-0.850693,0.086548
,,,,-0.251511,-0.847809,0.069489
,,,,-0.247528,-0.914536,0.013336
,,,,-0.262665,-0.886322,-0.000748
,,,,-0.214493,-0.829483,-0.045853
,,,,-0.251984,-0.847992,-0.070404
,,,,-0.273911,-0.918594,-0.089584
,,,,-0.260956,-0.965256,-0.115082
,,,,-0.212448,-0.931702,-0.174026
,,,,-0.203033,-0.936951,-0.18367
,,,,-0.209305,-0.961395,-0.152008
,,,,-0.202637,-1.085663,-0.169342
,,,,-0.173187,-1.155853,-0.082977
,,,,-0.1754,-1.380814,-0.095657
,,,,-0.045715,-1.071503,0.017349
,,,,-0.021301,-0.909286,0.071121
,,,,0.004883,-1.023514,0.058456
,,,,-0.061417,-0.908966,-0.027023
,,,,-0.064148,-0.853134,-0.053375
,,,,-0.07605,-0.845642,-0.129654
,,,,-0.060867,-0.833969,-0.189575
,,,,-0.013947,-0.946945,-0.193542
,,,,-0.066772,-0.971725,-0.169205
,,,,-0.086807,-1.012512,-0.193146
,,,,-0.09108,-1.069809,-0.170212
,,,,-0.139206,-1.070114,-0.175293
,,,,-0.152328,-1.092346,-0.161392
,,,,-0.193207,-1.329712,-0.149399
,,,,-0.273178,-0.926682,0.021698
,,,,-0.21463,-0.931046,-0.038712
,,,,-0.304703,-0.944458,0.00209
,,,,-0.204895,-0.878174,-0.050812
,,,,-0.193451,-0.856903,-0.086029
,,,,-0.231567,-0.905106,-0.097382
,,,,-0.257248,-0.898407,-0.107773
,,,,-0.217438,-0.905258,-0.132294
,,,,-0.211868,-0.8992,-0.184631
,,,,-0.198273,-0.945953,-0.187469
,,,,-0.188248,-1.012665,-0.197174
,,,,-0.239227,-1.098358,-0.224808
,,,,-0.129181,-1.103897,-0.137283
,,,,-0.038437,-1.317673,-0.262955
,,,,-0.030411,-0.985611,-0.03273
,,,,0.062103,-1.03688,-0.03508
,,,,-0.005524,-0.997238,-0.106567
,,,,-0.01236,-0.807617,-0.068085
,,,,-0.013626,-0.839584,-0.104279
,,,,0.014481,-0.928436,-0.15033
,,,,-0.001495,-0.896271,-0.149063
,,,,0.02977,-0.97963,-0.159943
,,,,-0.012939,-0.99147,-0.146393
,,,,-0.015289,-1.044327,-0.135086
,,,,-0.027054,-1.091568,-0.163559
,,,,-0.085922,-1.327393,-0.16391
,,,,-0.181213,-1.27916,-0.106216
,,,,-0.221725,-1.032791,-0.013367
,,,,-0.227966,-0.856216,0.054291
,,,,-0.271652,-0.833405,0.006531
,,,,-0.211029,-1.022827,-0.018372
,,,,-0.245667,-0.872742,-0.05603
,,,,-0.163879,-0.83844,-0.065735
,,,,-0.237488,-0.824844,-0.122604
,,,,-0.144196,-0.973297,-0.071777
,,,,-0.207733,-0.934265,-0.180618
,,,,-0.172836,-0.952682,-0.166412
,,,,-0.186646,-0.968124,-0.221848
,,,,-0.164963,-1.017838,-0.215424
,,,,-0.145279,-1.096466,-0.230499
,,,,-0.092438,-1.102356,-0.179306
,,,,-0.124466,-1.333252,-0.142197
,,,,0.006592,-1.076294,-0.029129
,,,,0.034607,-0.87088,0.018158
,,,,0.056946,-1.080597,-0.010696
,,,,-0.008057,-0.896759,-0.065262
,,,,-0.05809,-0.807907,-0.059631
,,,,0.117233,-0.983185,-0.032578
,,,,0.049332,-0.930893,-0.105591
,,,,0.181564,-0.939117,-0.109802
,,,,0.053482,-0.954651,-0.136459
,,,,0.027023,-0.965195,-0.138931
,,,,-0.014526,-1.000458,-0.154953
,,,,-0.026337,-1.087036,-0.108765
,,,,-0.062912,-1.137222,-0.134964
,,,,-0.060013,-1.219513,-0.060532
,,,,-0.031433,-1.249161,-0.027832
,,,,-0.202515,-0.796692,0.050385
,,,,-0.175339,-0.996872,0.032883
,,,,-0.173599,-1.036926,0.087799
,,,,-0.151489,-0.850998,-0.02655
,,,,-0.08046,-0.823318,-0.029846
,,,,-0.121979,-0.879196,0.001022
,,,,-0.193558,-0.935501,-0.094971
,,,,-0.13533,-0.999023,-0.119186
,,,,-0.142563,-0.951157,-0.061722
,,,,-0.172363,-0.935898,-0.227188
,,,,-0.158463,-0.918137,-0.147339
,,,,-0.112152,-1.057327,-0.167221
,,,,-0.075592,-1.103241,-0.188309
,,,,-0.034714,-1.132355,-0.091461
,,,,-0.03862,-1.394806,-0.160416
,,,,-0.023376,-0.979721,0.023926
,,,,-0.013367,-0.894455,0.006866
,,,,-0.00856,-1.044922,-0.018082
,,,,-0.077057,-0.902802,-0.036133
,,,,-0.03714,-0.84169,-0.05394
,,,,-0.042709,-0.940445,-0.056595
,,,,-0.015961,-0.903671,-0.092056
,,,,-0.01416,-0.91684,-0.101105
,,,,-0.020828,-0.987137,-0.11618
,,,,-0.037231,-1.065231,-0.097458
,,,,-0.075378,-1.071808,-0.135086
,,,,-0.135086,-1.109634,-0.127869
,,,,-0.103104,-1.182816,-0.060684
,,,,-0.133118,-1.334747,-0.088745
,,,,-0.278458,-0.88475,0.023865
,,,,-0.229767,-0.856171,0.047256
,,,,-0.233505,-0.958084,-0.003632
,,,,-0.197205,-0.889694,-0.016129
,,,,-0.235275,-0.84758,-0.018906
,,,,-0.182983,-0.913956,-0.08429
,,,,-0.236832,-0.932739,-0.077789
,,,,-0.2229,-0.897583,-0.080597
,,,,-0.165451,-0.945709,-0.119965
,,,,-0.208786,-0.95932,-0.113647
,,,,-0.221176,-1.013535,-0.058716
,,,,-0.195175,-1.112167,-0.125961
,,,,-0.147354,-1.061203,-0.13031
,,,,-0.136078,-1.140823,-0.039871
,,,,0.005875,-1.24971,-0.029404
,,,,-0.027084,-0.90303,0.094391
,,,,-0.017288,-1.058792,0.010269
,,,,-0.066681,-0.907608,-0.012619
,,,,-0.04393,-0.825409,-0.029556
,,,,-0.031555,-0.921738,-0.040268
,,,,-0.036102,-0.925964,-0.049377
,,,,-0.022491,-0.923615,-0.064331
,,,,-0.018494,-0.964478,-0.097397
,,,,-0.02951,-1.007278,-0.094009
,,,,-0.068344,-0.995132,-0.104065
,,,,-0.073898,-1.106003,-0.121552
,,,,-0.139526,-1.107391,-0.115753
,,,,-0.051529,-1.135895,-0.010559
,,,,-0.118423,-1.283936,-0.006897
,,,,-0.249283,-0.833145,0.080994
,,,,-0.184113,-0.93689,0.03476
,,,,-0.218979,-0.990387,0.040756
,,,,-0.186295,-0.88179,-0.022202
,,,,-0.122971,-0.853058,-0.024368
,,,,-0.186005,-0.914398,-0.050781
,,,,-0.228394,-0.892426,-0.066864
,,,,-0.203568,-0.941223,-0.087204
,,,,-0.189865,-0.937012,-0.104202
,,,,-0.174362,-0.98674,-0.116302
,,,,-0.181946,-1.017227,-0.099869
,,,,-0.241547,-1.065613,-0.15097
,,,,-0.150543,-1.130936,-0.104706
,,,,-0.106216,-1.38501,-0.115463
,,,,-0.006439,-0.951599,0.029526
,,,,0.021454,-1.008682,-0.019196
,,,,-0.015045,-1.022446,-0.03894
,,,,-0.035522,-0.783096,-0.033646
,,,,-0.005203,-0.871567,-0.047699
,,,,0.002213,-0.994263,-0.069397
,,,,0.004532,-0.976639,-0.066742
,,,,-0.002899,-0.934402,-0.116943
,,,,-0.015472,-0.949585,-0.107727
,,,,-0.052643,-1.019089,-0.170074
,,,,-0.054611,-1.08342,-0.149673
,,,,-0.105804,-1.112686,-0.177689
,,,,-0.133499,-1.198608,-0.149521
,,,,-0.148117,-1.340683,-0.077255
,,,,-0.231445,-0.839813,0.032715
,,,,-0.225891,-0.889542,0.032867
,,,,-0.238571,-0.965942,0.005173
,,,,-0.196136,-0.854492,-0.016556
,,,,-0.164795,-0.849014,-0.027069
,,,,-0.201172,-0.911316,-0.07486
,,,,-0.241898,-0.921906,-0.103775
,,,,-0.209885,-0.919861,-0.127045
,,,,-0.19545,-0.945419,-0.142395
,,,,-0.196884,-0.956558,-0.156845
,,,,-0.174469,-0.996201,-0.140015
,,,,-0.219849,-1.088181,-0.214264
,,,,-0.153168,-1.052444,-0.142105
,,,,-0.188919,-1.315842,-0.119583
,,,,-0.017548,-1.112061,-0.036392
,,,,-0.029022,-0.879959,-0.009735
,,,,-0.033737,-1.060287,0.000565
,,,,-0.059692,-0.883881,-0.045715
,,,,-0.018509,-0.837677,-0.057602
,,,,-0.04866,-0.962097,-0.058167
,,,,-0.03624,-0.92894,-0.095047
,,,,-0.019836,-0.941254,-0.109909
,,,,-0.035233,-0.973969,-0.139648
,,,,-0.057556,-1.00853,-0.133926
,,,,-0.080322,-1.07959,-0.17659
,,,,-0.098755,-1.084961,-0.200012
,,,,-0.117706,-1.127411,-0.173065
,,,,-0.155029,-1.276901,-0.151978
,,,,-0.264938,-1.006989,-0.01622
,,,,-0.22908,-0.884109,0.024292
,,,,-0.257812,-0.906876,0.01683
,,,,-0.248383,-0.951721,0.013184
,,,,-0.239182,-0.878616,-0.024094
,,,,-0.159805,-0.841507,-0.053436
,,,,-0.22464,-0.924103,-0.066025
,,,,-0.244614,-0.914001,-0.088257
,,,,-0.22229,-0.927811,-0.100586
,,,,-0.214661,-0.931168,-0.134415
,,,,-0.209778,-0.991898,-0.129395
,,,,-0.189011,-1.014587,-0.12326
,,,,-0.215927,-1.075455,-0.156219
,,,,-0.182404,-1.084976,-0.099579
,,,,-0.226196,-1.347107,-0.144592
,,,,-0.026337,-1.079895,-0.012863
,,,,-0.069702,-0.871002,0.039871
,,,,0.002548,-0.989731,0.029922
,,,,-0.047714,-0.952347,-0.033325
,,,,-0.025162,-0.898499,-0.059601
,,,,-0.026978,-0.925125,-0.060974
,,,,-0.01738,-0.905029,-0.050522
,,,,-0.013657,-0.931107,-0.089966
,,,,-0.015732,-1.00795,-0.05365
,,,,-0.016388,-1.009811,-0.080078
,,,,-0.0466,-1.031586,-0.058731
,,,,-0.052765,-1.108795,-0.077164
,,,,-0.138306,-1.136292,-0.115768
,,,,-0.122116,-1.199203,-0.022369
,,,,-0.209579,-1.121552,-0.012024
,,,,-0.224548,-0.915253,0.038757
,,,,-0.25,-0.830612,0.054962
,,,,-0.27005,-0.908051,0.018463
,,,,-0.267487,-0.93631,-0.01593
,,,,-0.236725,-0.875351,-0.056885
,,,,-0.24411,-0.882019,-0.061859
,,,,-0.273071,-0.904526,-0.078003
,,,,-0.236176,-0.931885,-0.077499
,,,,-0.214554,-0.95253,-0.117249
,,,,-0.214096,-0.946228,-0.145828
,,,,-0.188797,-0.981369,-0.140259
,,,,-0.208359,-0.998581,-0.153839
,,,,-0.184265,-1.085571,-0.192978
,,,,-0.152893,-1.097336,-0.149292
,,,,-0.170624,-1.293015,-0.121552
,,,,-0.057648,-1.083359,-0.018127
,,,,-0.012604,-0.851379,0.090836
,,,,0.000015,-1.006226,-0.000977
,,,,-0.03772,-0.994919,-0.014877
,,,,-0.055252,-0.891815,0.001312
,,,,-0.041214,-0.948822,-0.020767
,,,,-0.017975,-0.99144,-0.026093
,,,,-0.02446,-0.92627,-0.050873
,,,,-0.015671,-0.906586,-0.030594
,,,,-0.03479,-0.973923,-0.08786
,,,,-0.05127,-1.062424,-0.069778
,,,,-0.088623,-1.093536,-0.092789
,,,,-0.121429,-1.124329,-0.093521
,,,,-0.087662,-1.150909,-0.096802
,,,,-0.090561,-1.297089,-0.076309
,,,,-0.264725,-0.979172,0.003372
,,,,-0.203293,-0.820343,0.096649
,,,,-0.241364,-0.921616,0.0327
,,,,-0.239197,-0.96553,0.037872
,,,,-0.21373,-0.896637,-0.001419
,,,,-0.164993,-0.874176,-0.034348
,,,,-0.216492,-0.897522,-0.044373
,,,,-0.235886,-0.906219,-0.047836
,,,,-0.208603,-0.963165,-0.066925
,,,,-0.184692,-0.987976,-0.126556
,,,,-0.159134,-1.000229,-0.124863
,,,,-0.19101,-0.998169,-0.107285
,,,,-0.203445,-1.081192,-0.128906
,,,,-0.171326,-1.124817,-0.087433
,,,,-0.15419,-1.315765,-0.081177
,,,,-0.020737,-1.004593,0.021545
,,,,0.005127,-0.91481,0.054016
,,,,-0.018478,-1.055389,0.035477
,,,,-0.083572,-0.895264,-0.022125
,,,,-0.017471,-0.798248,-0.004166
,,,,-0.023239,-0.928009,-0.027725
,,,,-0.019196,-0.989227,-0.074158
,,,,-0.016235,-0.964706,-0.048294
,,,,-0.033417,-0.943924,-0.085709
,,,,-0.040817,-0.975067,-0.074768
,,,,-0.0849,-1.044266,-0.088867
,,,,-0.14711,-1.18869,-0.131577
,,,,-0.15181,-1.190887,-0.101913
,,,,-0.101425,-1.31514,-0.099258
,,,,-0.228836,-0.986221,0.020279
,,,,-0.209457,-0.824677,0.107025
,,,,-0.221786,-0.944016,-0.020477
,,,,-0.188843,-0.922623,0.006592
,,,,-0.165222,-0.861176,-0.003418
,,,,-0.144226,-0.865784,-0.039429
,,,,-0.198181,-0.925171,-0.056442
,,,,-0.235657,-0.90181,-0.076599
,,,,-0.19165,-0.962875,-0.109299
,,,,-0.181763,-0.931992,-0.13063
,,,,-0.172394,-0.980896,-0.126953
,,,,-0.21521,-1.06778,-0.159866
,,,,-0.164322,-1.069412,-0.155502
,,,,-0.106995,-1.220001,-0.062531
,,,,0.023438,-1.206467,-0.088211
,,,,-0.008347,-0.856354,0.060303
,,,,-0.013885,-1.181091,0.038712
,,,,-0.102615,-0.87912,-0.048447
,,,,-0.017609,-0.790848,-0.058533
,,,,-0.014725,-0.883698,-0.101654
,,,,-0.015671,-0.916595,-0.108963
,,,,-0.021286,-0.930344,-0.123535
,,,,-0.03627,-0.964615,-0.116486
,,,,-0.080963,-0.99588,-0.14061
,,,,-0.124969,-1.050491,-0.111206
,,,,-0.167557,-1.177994,-0.221359
,,,,-0.127808,-1.250931,-0.108109
,,,,-0.102203,-1.350494,-0.111313
,,,,-0.25383,-0.714569,0.078064
,,,,-0.263947,-0.917343,-0.016739
,,,,-0.199707,-1.040085,0.013153
,,,,-0.201874,-0.82164,-0.017441
,,,,-0.1577,-0.82283,-0.031082
,,,,-0.217056,-0.907303,-0.075897
,,,,-0.238373,-0.907486,-0.085251
,,,,-0.191132,-0.94072,-0.125198
,,,,-0.160645,-0.880219,-0.114456
,,,,-0.172012,-1.03212,-0.154022
,,,,-0.186844,-1.098679,-0.140961
,,,,-0.193893,-1.064041,-0.114517
,,,,-0.137054,-1.338333,-0.043732
,,,,-0.015121,-1.103134,0.012451
,,,,-0.032852,-0.854477,0.054718
,,,,0.012238,-1.157486,0.047989
,,,,-0.055435,-0.879684,-0.015533
,,,,-0.00589,-0.793121,-0.056107
,,,,-0.015228,-0.905945,-0.056961
,,,,-0.030289,-0.933258,-0.097153
,,,,-0.026962,-0.910751,-0.091019
,,,,-0.018143,-0.958572,-0.103607
,,,,-0.040726,-0.999786,-0.114349
,,,,-0.049683,-1.069901,-0.110001
,,,,-0.145187,-1.155823,-0.152542
,,,,-0.138992,-1.296585,-0.002411
,,,,-0.137375,-1.267197,-0.035873
,,,,-0.201889,-0.77504,0.143799
,,,,-0.193146,-0.950562,0.013168
,,,,-0.20166,-0.978302,0.030563
,,,,-0.212112,-0.808716,-0.021683
,,,,-0.137543,-0.83754,-0.050339
,,,,-0.207825,-0.908585,-0.097
,,,,-0.241364,-0.8909,-0.102386
,,,,-0.207626,-0.91452,-0.094818
,,,,-0.185791,-0.945038,-0.168564
,,,,-0.158585,-1.005829,-0.087875
,,,,-0.220779,-1.112091,-0.201263
,,,,-0.141708,-1.141357,-0.044662
,,,,-0.14209,-1.386719,-0.139725
,,,,-0.058197,-0.96817,0.117371
,,,,-0.021927,-0.997208,0.017624
