0,2.5, 3 
1,1.6, 2 
2,1.6, 2 
3,2.4, 2 
4,3.0, 3 
5,2.9, 3 
6,2.9, 3 
7,3.4, 3 
8,2.0, 2 
9,2.0, 2 
10,2.0, 2 
11,1.9, 2 
12,2.0, 2 
13,2.4, 2 
14,2.0, 2 
15,2.4, 2 
16,2.2, 2 
17,2.0, 2 
18,2.0, 2 
19,2.0, 2 
20,2.0, 2 
21,2.0, 2 
22,2.0, 2 
23,2.0, 2 
24,2.0, 2 
25,2.0, 2 
26,2.0, 2 
27,2.0, 2 
28,2.0, 2 
29,2.0, 2 
30,2.0, 2 
31,2.0, 2 
32,2.0, 2 
33,2.0, 2 
34,2.0, 2 
35,2.2, 2 
36,2.2, 2 
37,2.0, 2 
38,2.0, 2 
39,2.0, 2 
40,2.0, 2 
41,2.0, 2 
42,2.0, 2 
43,2.0, 2 
44,2.0, 2 
45,2.0, 2 
46,2.0, 2 
47,2.0, 2 
48,2.0, 2 
49,2.0, 2 
50,2.0, 2 
51,2.0, 2 
52,2.0, 2 
53,2.0, 2 
54,2.0, 2 
55,2.0, 2 
56,1.8, 2 
57,2.0, 2 
58,2.0, 2 
59,2.0, 2 
60,1.9, 2 
61,2.0, 2 
62,2.0, 2 
63,2.0, 2 
64,2.0, 2 
65,2.0, 2 
66,2.0, 2 
67,2.0, 2 
68,2.0, 2 
69,2.0, 2 
70,2.0, 2 
71,2.0, 2 
72,2.0, 2 
73,2.2, 2 
74,2.0, 2 
75,2.0, 2 
76,2.0, 2 
77,2.2, 2 
78,2.2, 2 
79,2.2, 2 
80,2.2, 2 
81,2.2, 2 
82,2.2, 2 
83,2.7, 3 
84,2.0, 2 
85,2.2, 2 
86,1.5, 2 
87,1.3, 1 
88,1.3, 1 
89,1.0, 1 
90,1.0, 1 
91,1.0, 1 
92,1.0, 1 
93,1.1, 1 
94,1.0, 1 
95,1.0, 1 
96,1.3, 1 
97,1.3, 1 
98,1.0, 1 
99,1.0, 1 
100,1.0, 1 
101,1.0, 1 
102,1.3, 1 
103,1.6, 2 
104,1.4, 1 
105,1.3, 1 
106,1.3, 1 
107,1.3, 1 
108,1.0, 1 
109,1.3, 1 
110,1.0, 1 
111,1.3, 1 
112,1.3, 1 
113,1.6, 2 
114,1.3, 1 
115,1.3, 1 
116,1.0, 1 
117,1.3, 1 
118,1.6, 2 
119,2.2, 2 
120,2.1, 2 
121,2.6, 3 
122,1.4, 1 
123,2.6, 3 
124,2.7, 3 
125,2.5, 3 
126,2.2, 2 
127,2.2, 2 
128,2.2, 2 
129,2.2, 2 
130,2.0, 2 
131,2.2, 2 
132,2.0, 2 
133,2.0, 2 
134,2.0, 2 
135,2.0, 2 
136,2.0, 2 
137,2.0, 2 
138,2.0, 2 
139,2.0, 2 
140,2.2, 2 
141,2.2, 2 
142,2.0, 2 
143,2.0, 2 
144,2.0, 2 
145,2.0, 2 
146,2.0, 2 
147,2.0, 2 
148,2.0, 2 
149,2.0, 2 
150,2.0, 2 
151,2.0, 2 
152,2.0, 2 
153,2.0, 2 
154,2.0, 2 
155,2.0, 2 
156,2.0, 2 
157,2.2, 2 
158,2.2, 2 
159,2.0, 2 
160,2.0, 2 
161,2.2, 2 
162,2.2, 2 
163,2.0, 2 
164,2.0, 2 
165,2.0, 2 
166,2.0, 2 
167,2.0, 2 
168,2.0, 2 
169,2.0, 2 
170,2.0, 2 
171,2.0, 2 
172,2.0, 2 
173,2.0, 2 
174,2.0, 2 
175,2.0, 2 
176,2.0, 2 
177,2.0, 2 
178,2.0, 2 
179,2.0, 2 
180,2.0, 2 
181,2.0, 2 
182,2.0, 2 
183,2.0, 2 
184,2.2, 2 
185,2.0, 2 
186,2.2, 2 
187,2.0, 2 
188,2.0, 2 
189,2.0, 2 
190,2.0, 2 
191,2.0, 2 
192,2.0, 2 
193,2.0, 2 
194,2.0, 2 
195,2.0, 2 
196,2.0, 2 
197,2.0, 2 
198,2.0, 2 
199,1.8, 2 
200,1.8, 2 
201,2.0, 2 
202,2.0, 2 
203,2.0, 2 
204,2.0, 2 
205,1.2, 1 
206,2.0, 2 
207,2.0, 2 
208,2.0, 2 
209,2.0, 2 
210,2.0, 2 
211,2.0, 2 
212,2.0, 2 
213,2.0, 2 
214,2.3, 2 
215,2.0, 2 
216,2.2, 2 
217,2.4, 2 
218,3.2, 3 
219,2.1, 2 
220,2.2, 2 
221,2.1, 2 
222,1.3, 1 
223,1.4, 1 
224,2.2, 2 
225,1.3, 1 
226,1.3, 1 
227,1.3, 1 
228,1.3, 1 
229,1.1, 1 
230,1.0, 1 
231,1.0, 1 
232,1.0, 1 
233,1.0, 1 
234,1.0, 1 
235,1.0, 1 
236,1.0, 1 
237,1.0, 1 
238,1.0, 1 
239,1.0, 1 
240,1.0, 1 
241,1.0, 1 
242,1.0, 1 
243,1.0, 1 
244,1.0, 1 
245,1.0, 1 
246,1.0, 1 
247,1.3, 1 
248,1.0, 1 
249,1.0, 1 
250,1.0, 1 
251,1.0, 1 
252,1.0, 1 
253,1.3, 1 
254,1.3, 1 
255,1.3, 1 
256,1.3, 1 
257,1.4, 1 
258,2.2, 2 
259,1.8, 2 
260,2.6, 3 
261,2.3, 2 
262,2.4, 2 
263,2.0, 2 
264,2.0, 2 
265,2.0, 2 
266,2.2, 2 
267,2.0, 2 
268,2.0, 2 
269,2.3, 2 
270,2.2, 2 
271,2.2, 2 
272,1.7, 2 
273,2.0, 2 
274,2.0, 2 
275,2.0, 2 
276,2.0, 2 
277,2.0, 2 
278,2.0, 2 
279,2.0, 2 
280,2.0, 2 
281,2.0, 2 
282,2.0, 2 
283,2.0, 2 
284,2.0, 2 
285,2.0, 2 
286,2.0, 2 
287,2.0, 2 
288,2.0, 2 
289,2.0, 2 
290,2.0, 2 
291,2.0, 2 
292,2.0, 2 
293,2.0, 2 
294,2.0, 2 
295,2.0, 2 
296,2.0, 2 
297,2.0, 2 
298,2.0, 2 
299,2.0, 2 
300,2.0, 2 
301,2.0, 2 
302,2.0, 2 
303,2.0, 2 
304,2.0, 2 
305,2.0, 2 
306,2.0, 2 
307,2.0, 2 
308,2.0, 2 
309,2.0, 2 
310,2.0, 2 
311,2.0, 2 
312,2.0, 2 
313,2.0, 2 
314,2.0, 2 
315,2.0, 2 
316,2.0, 2 
317,2.0, 2 
318,2.0, 2 
319,2.0, 2 
320,2.0, 2 
321,2.0, 2 
322,2.0, 2 
323,2.0, 2 
324,2.0, 2 
325,2.0, 2 
326,2.0, 2 
327,2.0, 2 
328,2.0, 2 
329,2.0, 2 
330,2.0, 2 
331,2.0, 2 
332,2.0, 2 
333,2.0, 2 
334,2.0, 2 
335,2.0, 2 
336,2.0, 2 
337,2.0, 2 
338,2.0, 2 
339,2.0, 2 
340,2.0, 2 
341,2.2, 2 
342,2.0, 2 
343,1.7, 2 
344,2.0, 2 
345,2.3, 2 
346,2.0, 2 
347,2.7, 3 
348,3.5, 4 
349,2.1, 2 
350,1.6, 2 
351,2.3, 2 
352,1.5, 2 
353,1.9, 2 
354,2.2, 2 
355,1.8, 2 
356,2.2, 2 
357,2.2, 2 
358,2.2, 2 
359,2.2, 2 
360,1.5, 2 
361,2.2, 2 
362,2.2, 2 
363,2.1, 2 
364,2.4, 2 
365,2.2, 2 
366,2.1, 2 
367,2.2, 2 
368,1.6, 2 
369,2.2, 2 
370,1.2, 1 
371,2.2, 2 
372,1.9, 2 
373,1.1, 1 
374,1.4, 1 
375,2.2, 2 
376,2.4, 2 
377,1.6, 2 
378,1.5, 2 
379,1.5, 2 
380,1.5, 2 
381,1.5, 2 
382,1.9, 2 
383,2.3, 2 
384,1.1, 1 
385,2.4, 2 
386,2.2, 2 
387,1.1, 1 
388,1.4, 1 
389,1.8, 2 
390,1.8, 2 
391,2.4, 2 
392,2.1, 2 
393,2.2, 2 
394,1.7, 2 
395,1.0, 1 
396,1.0, 1 
397,1.1, 1 
398,1.4, 1 
399,1.3, 1 
400,1.1, 1 
401,1.1, 1 
402,2.2, 2 
403,2.2, 2 
404,2.3, 2 
405,2.6, 3 
406,2.2, 2 
407,2.0, 2 
408,2.3, 2 
409,2.2, 2 
410,2.2, 2 
411,2.4, 2 
412,2.2, 2 
413,2.1, 2 
414,2.0, 2 
415,2.0, 2 
416,2.2, 2 
417,2.2, 2 
418,2.0, 2 
419,2.0, 2 
420,2.0, 2 
421,2.2, 2 
422,2.2, 2 
423,2.0, 2 
424,2.0, 2 
425,2.0, 2 
426,2.0, 2 
427,2.0, 2 
428,2.0, 2 
429,2.0, 2 
430,2.0, 2 
431,2.0, 2 
432,2.0, 2 
433,2.0, 2 
434,2.0, 2 
435,2.0, 2 
436,2.0, 2 
437,2.0, 2 
438,2.0, 2 
439,2.0, 2 
440,2.0, 2 
441,2.0, 2 
442,2.0, 2 
443,2.0, 2 
444,2.0, 2 
445,2.0, 2 
446,2.0, 2 
447,2.0, 2 
448,2.0, 2 
449,2.0, 2 
450,2.0, 2 
451,2.0, 2 
452,2.0, 2 
453,2.0, 2 
454,2.0, 2 
455,2.0, 2 
456,2.0, 2 
457,2.0, 2 
458,2.0, 2 
459,2.0, 2 
460,2.0, 2 
461,2.0, 2 
462,2.0, 2 
463,2.0, 2 
464,2.0, 2 
465,2.0, 2 
466,2.0, 2 
467,2.0, 2 
468,2.0, 2 
469,2.0, 2 
470,2.0, 2 
471,2.0, 2 
472,2.0, 2 
473,2.0, 2 
474,2.0, 2 
475,2.2, 2 
476,2.0, 2 
477,2.0, 2 
478,2.0, 2 
479,2.0, 2 
480,2.0, 2 
481,2.0, 2 
482,2.0, 2 
483,2.0, 2 
484,2.0, 2 
485,2.0, 2 
486,2.0, 2 
487,2.0, 2 
488,2.0, 2 
489,2.0, 2 
490,2.0, 2 
491,2.0, 2 
492,2.0, 2 
493,2.0, 2 
494,2.0, 2 
495,2.0, 2 
496,2.0, 2 
497,2.0, 2 
498,2.0, 2 
499,2.0, 2 
500,2.0, 2 
501,2.0, 2 
502,2.0, 2 
503,2.0, 2 
504,2.0, 2 
505,2.0, 2 
506,2.0, 2 
507,2.0, 2 
508,2.0, 2 
509,2.0, 2 
510,2.0, 2 
511,2.0, 2 
512,2.0, 2 
513,2.0, 2 
514,2.0, 2 
515,2.0, 2 
516,2.0, 2 
517,2.0, 2 
518,2.0, 2 
519,2.0, 2 
520,2.0, 2 
521,2.0, 2 
522,2.0, 2 
523,2.0, 2 
524,2.0, 2 
525,2.0, 2 
526,2.0, 2 
527,2.0, 2 
528,2.0, 2 
529,2.0, 2 
530,2.0, 2 
531,2.0, 2 
532,2.0, 2 
533,2.0, 2 
534,2.0, 2 
535,2.0, 2 
536,2.0, 2 
537,2.0, 2 
538,2.0, 2 
539,2.0, 2 
540,2.0, 2 
541,2.0, 2 
542,2.0, 2 
543,2.0, 2 
544,2.0, 2 
545,2.0, 2 
546,2.0, 2 
547,2.0, 2 
548,2.0, 2 
549,2.0, 2 
550,2.0, 2 
551,2.0, 2 
552,2.0, 2 
553,2.0, 2 
554,2.0, 2 
555,2.0, 2 
556,2.0, 2 
557,2.0, 2 
558,2.0, 2 
559,2.0, 2 
560,2.0, 2 
561,2.0, 2 
562,2.0, 2 
563,2.0, 2 
564,2.0, 2 
565,2.0, 2 
566,2.0, 2 
567,2.0, 2 
568,2.0, 2 
569,2.0, 2 
570,2.0, 2 
571,1.9, 2 
572,2.0, 2 
573,2.0, 2 
574,2.0, 2 
575,2.0, 2 
576,2.0, 2 
577,2.0, 2 
578,2.0, 2 
579,2.0, 2 
580,2.0, 2 
581,2.0, 2 
582,2.0, 2 
583,2.0, 2 
584,2.0, 2 
585,2.0, 2 
586,2.0, 2 
587,2.0, 2 
588,2.0, 2 
589,2.0, 2 
590,2.0, 2 
591,2.0, 2 
592,2.0, 2 
593,2.0, 2 
594,2.0, 2 
595,2.0, 2 
596,2.0, 2 
597,2.0, 2 
598,2.0, 2 
599,2.0, 2 
600,2.0, 2 
601,2.0, 2 
602,2.0, 2 
603,2.0, 2 
604,2.0, 2 
605,2.0, 2 
606,2.0, 2 
607,2.0, 2 
608,2.0, 2 
609,2.0, 2 
610,2.0, 2 
611,2.0, 2 
612,2.0, 2 
613,2.0, 2 
614,2.0, 2 
615,2.0, 2 
