timestamp,x (in G's),y (in G's),z (in G's)
1449355649,0.177063,-1.05777,-0.290878
1449355649,0.105499,-1.142151,-0.279922
1449355649,0.0811,-1.348816,-0.271164
1449355649,0.241135,-0.898392,-0.141541
1449355649,0.200073,-0.785004,-0.000748
1449355649,0.249557,-0.987885,-0.119019
1449355649,0.20195,-0.898911,-0.176773
1449355649,0.160904,-0.850235,-0.110245
1449355649,0.141052,-0.908356,-0.160172
1449355649,0.186615,-0.915115,-0.179718
1449355649,0.213837,-0.879974,-0.179214
1449355649,0.151596,-0.84967,-0.213928
1449355650,0.115768,-0.884079,-0.266464
1449355650,0.159073,-1.050659,-0.246902
1449355650,0.163086,-1.099808,-0.384598
1449355650,0.057739,-1.137344,-0.241272
1449355650,0.050095,-1.485229,-0.168121
1449355650,0.054352,-0.847076,0.027542
1449355650,0.074097,-0.989975,-0.153763
1449355650,0.110229,-1.030518,-0.171616
1449355650,0.102859,-0.713669,-0.176041
1449355650,0.059708,-0.81459,-0.158569
1449355650,0.014633,-0.900101,-0.180649
1449355650,0.01767,-0.890594,-0.190979
1449355650,0.029373,-0.900177,-0.233246
1449355650,0.027054,-0.91066,-0.207382
1449355650,-0.020233,-1.023331,-0.201828
1449355650,0.11647,-1.132889,-0.420303
1449355650,0.164734,-1.198425,-0.289474
1449355650,0.082581,-1.378098,-0.320602
1449355650,0.271606,-0.820618,-0.11499
1449355650,0.178879,-0.830383,-0.096313
1449355650,0.233932,-1.004425,-0.114243
1449355651,0.165543,-0.863892,-0.167786
1449355651,0.146576,-0.82933,-0.153763
1449355651,0.14856,-0.880432,-0.202835
1449355651,0.196182,-0.861923,-0.215561
1449355651,0.191422,-0.797241,-0.194702
1449355651,0.167664,-0.891098,-0.234314
1449355651,0.150543,-1.066147,-0.187302
1449355651,0.207977,-1.168961,-0.404587
1449355651,0.005569,-1.403671,-0.209091
1449355651,-0.062607,-1.204681,-0.155807
1449355651,0.083969,-0.698334,0.000137
1449355651,-0.022217,-1.002899,-0.152222
1449355651,0.028534,-0.924088,-0.178833
1449355651,0.096359,-0.724533,-0.171143
