3,0.013699,-1.0167,-0.021379,1.2,2.2,3.4,3,1,3.6,0.052668,0.069211,0.10021,0.42164,1.5492,1.9551,0.94281,0,2.3664,0.044268,0.058331,0.088304,0.32,1.12,1.68,0.8,0,2.08,2.3006,13.808
3,0.38336,-0.90999,0.32067,1.6,3.8,2.8,3.4,3,3.2,0.10318,0.061512,0.094906,0.5164,1.5492,0.78881,0.5164,1.7638,1.0328,0.0793,0.048151,0.075766,0.48,1.44,0.64,0.48,1.6,0.96,6.338,43.647
3,0.12364,-0.9796,0.082459,2,6.2,4.4,3.8,3.2,3,0.20777,0.10722,0.16946,1.633,2.5298,1.9551,0.42164,1.3984,0,0.18893,0.080707,0.14418,1.2,2.24,1.68,0.32,1.04,0,11.588,84.695
3,0.015321,-0.99702,-0.14238,1.8,3.4,3.2,3.8,2,3.8,0.14377,0.10072,0.051913,0.42164,0.5164,2.7809,2.8597,1.1547,1.0328,0.1215,0.067299,0.037682,0.32,0.48,2.24,2.56,0.8,0.96,17.707,135.26
3,0.11799,-1.0225,0.040796,2,6.8,2.8,3.8,2,4,0.18701,0.12229,0.10675,1.633,5.3914,1.8135,2.7809,1.1547,2.582,0.16136,0.1088,0.084873,1.2,4.96,1.36,2.08,0.8,2.4,24.641,195.36
3,-0.020073,-1.0079,-0.043764,2.4,4,4.2,3.4,3.2,4.4,0.096783,0.11318,0.11064,2.0656,0.94281,3.2931,3.0984,2.6162,3.0984,0.071784,0.095283,0.091909,1.68,0.8,2.32,2.24,1.92,2.88,32.337,265.37
3,0.29868,-0.91752,-0.048045,1.6,4.6,5.4,2.2,2.8,4.2,0.14658,0.12021,0.082789,0.84327,0.5164,3.1693,1.5492,0.42164,2.8597,0.12448,0.098493,0.066826,0.72,0.48,2.72,1.44,0.32,2.56,40.641,343.58
3,0.3733,-0.7804,0.16778,3,7.4,6.8,12.2,5.8,9,0.21139,0.28871,0.32697,1.7638,2.2706,5.9404,5.9777,3.9665,2.8284,0.16005,0.24538,0.26622,1.2,2.08,5.36,4.48,3.44,2.4,49.498,436.59
3,0.51673,-0.74853,0.55912,3.4,3,11,7,5,4.8,0.14843,0.33316,0.19835,2.0656,4.2164,3.9441,6.8961,2.1082,3.2931,0.11315,0.26837,0.16297,1.68,3.2,3.2,6.4,1.6,3.04,58.962,552.12
3,-0.1436,-1.0021,0.028569,4.4,9.8,6,3.8,6.8,5.6,0.33987,0.16744,0.39032,2.1705,6.1608,3.5277,2.7809,4.638,2.2706,0.27023,0.13162,0.30115,1.68,5.44,2.4,2.56,3.84,2.08,69.176,681.01
3,0.10808,-0.88565,-0.29735,3.8,3.6,4,6,4.8,8.4,0.10182,0.20114,0.22933,1.0328,1.4298,1.633,1.1547,2.4404,2.9515,0.087655,0.155,0.17874,0.72,1.28,1.2,0.8,2.24,2.72,79.871,817.63
3,0.32811,-0.83261,0.49899,2.6,5.6,2.8,3.6,3.2,6,0.17692,0.099213,0.12494,0.84327,1.2649,2.3476,2.3664,2.044,3.5277,0.14886,0.075658,0.09494,0.72,1.12,1.76,1.76,1.76,3.2,91.063,961.16
