4,0.08452,-0.92413,-0.33611,1.8,2.5,2.2,1.7,5.4,9.1,0.022321,0.096461,0.13875,0.78881,1.354,1.2293,0.48305,3.4383,1.4491,0.0179,0.072079,0.11658,0.64,1.2,1.04,0.42,3.12,1.26,2.2282,27.821
4,0.17111,-0.89737,-0.38622,2.4,4.3,1.4,1.7,1.8,2.2,0.041372,0.030304,0.029576,0.84327,2.1108,0.5164,0.94868,1.0328,2.8983,0.030404,0.018286,0.01881,0.72,1.9,0.48,0.7,0.96,1.92,6.1481,69.433
4,0.13955,-0.92375,-0.33043,3.4,5.8,1.8,3.2,5.6,4.6,0.098629,0.078709,0.0979,2.5473,1.9322,0.42164,1.0328,2.1705,0.96609,0.079399,0.062761,0.07915,1.84,1.68,0.32,0.96,1.68,0.84,11.175,120.74
4,-0.12956,-0.97723,0.018358,2.6,2.3,2.2,2.6,3.4,7.6,0.0513,0.056213,0.098779,0.84327,0.67495,1.0328,0.69921,3.5653,2.5473,0.040079,0.0435,0.072777,0.64,0.48,0.72,0.6,2.64,1.92,17.106,183.24
4,-0.12675,-0.97838,0.023741,2.4,4.7,1.4,1.9,2.2,6.4,0.072105,0.04262,0.10492,1.4298,0.48305,0.5164,0.8756,1.2293,3.5024,0.059096,0.032161,0.090392,1.28,0.42,0.48,0.72,1.04,2.88,23.838,252.75
4,0.043623,-0.97221,0.042073,1.2,2.3,1.6,2.2,3,7,0.019533,0.028853,0.17043,0.42164,1.3375,0.5164,0.42164,2,2.6247,0.016045,0.021866,0.1494,0.32,1.1,0.48,0.32,1.6,2.4,31.252,329.27
4,0.031424,-0.99892,0.2402,2.2,2,1.8,2.4,4,3.4,0.044798,0.054119,0.073897,1.5492,0,0.78881,0.96609,1.7638,0.96609,0.039728,0.042885,0.062808,1.12,0,0.64,0.84,1.2,0.84,39.339,409.64
4,0.11484,-0.97839,-0.011476,1.8,2.4,1.2,1.7,2.6,8.8,0.041635,0.024671,0.1656,1.2293,0.5164,0.42164,0.94868,1.075,3.0111,0.033031,0.019322,0.13819,0.96,0.48,0.32,0.7,0.88,2,48.031,494.19
4,0.12471,-0.86703,-0.43214,1.6,2.5,2,2.9,4.8,9.1,0.047833,0.085301,0.11006,0.5164,1.354,1.1547,0.8756,2.4404,3.3813,0.037993,0.069514,0.0873,0.48,1.2,0.8,0.72,1.84,2.94,57.266,587.93
4,0.15264,-0.9281,-0.37883,2.4,1.8,1.6,1.6,1.2,4.5,0.027004,0.06273,0.056235,1.4298,1.2293,0.84327,1.3499,0.42164,1.0801,0.020537,0.049488,0.043767,1.04,0.8,0.72,0.96,0.32,0.8,67.03,685.02
4,0.056407,-0.90781,-0.44889,2.8,5.4,2.6,5.7,4.2,5.6,0.054641,0.11612,0.053269,1.2293,2.6331,0.84327,3.093,2.9364,3.5024,0.039415,0.089797,0.040007,1.04,2.16,0.72,2.58,2.64,2.88,77.3,786.71
