1,0.011069,-0.9317,-0.20439,3.4,4.4,1.2,5.6,2.8,2.4,0.058411,0.10981,0.070119,2.0656,2.3664,0.42164,3.0984,1.5492,1.2649,0.040634,0.082134,0.049707,1.92,2.08,0.32,2.88,1.36,1.12,2.1082,24.112
1,0.16966,-0.96888,-0.14772,3.2,4.4,2.2,3.6,3,4,0.047772,0.19929,0.078245,0.42164,0.5164,1.0328,2.7162,1.1547,0.94281,0.03672,0.14179,0.063599,0.32,0.48,0.96,2.08,0.8,0.8,6.063,63.144
1,0.033641,-0.99704,-0.17282,4,4.6,3.8,4.4,4.8,2.6,0.090962,0.17936,0.093442,2.9059,2.9515,1.9322,3.3066,2.6998,0.5164,0.068528,0.14785,0.071844,2.4,2.72,1.44,2.88,1.84,0.48,11.16,114.17
1,0.053838,-1.0225,-0.20605,2,5,2.6,7.2,2.6,5.8,0.071032,0.15712,0.08536,1.633,3.4641,1.9551,2.5298,1.8379,3.6148,0.05723,0.11584,0.061132,1.2,3.2,1.52,2.24,1.36,3.36,17.156,175.35
1,0.1384,-0.95789,-0.19244,1.6,5.4,2.4,2.2,2,2.8,0.028035,0.14074,0.064461,0.5164,3.0984,0.84327,1.5492,0.66667,2.7809,0.021959,0.10899,0.048674,0.48,2.24,0.72,1.44,0.4,2.08,23.961,246.63
1,-0.033279,-0.94835,-0.14816,1.6,6.6,3.8,2.2,2.8,4.4,0.047394,0.16187,0.061275,0.5164,4.8351,3.1552,0.78881,1.3984,1.9551,0.0349,0.095395,0.050102,0.48,4.48,2.56,0.64,1.04,1.44,31.518,327.48
1,0.08902,-1.0018,-0.15857,2,4.4,3,5.4,5,2.2,0.064902,0.16258,0.089403,1.3333,0.5164,2.3094,1.2649,3.3333,0.42164,0.051865,0.1352,0.070375,1.2,0.48,1.6,0.96,2.8,0.32,39.729,414.03
1,0.052725,-1.0191,-0.16758,3.2,4,3.6,7,2.2,4.2,0.11191,0.17019,0.054465,1.5492,1.8856,2.7162,2.8284,1.2293,1.5492,0.096401,0.12088,0.034014,1.36,1.6,2.32,2.4,1.04,1.44,48.539,505.97
1,0.0112,-0.98051,-0.19142,2.6,3.4,2.2,3,2.6,2,0.034016,0.14489,0.035456,1.2649,2.9515,1.2293,1.7638,1.9551,2.1082,0.023776,0.11306,0.027744,1.12,2.24,1.04,1.6,1.52,1.6,57.905,603.38
1,0.15711,-0.92106,-0.13265,3.2,5.4,3,3.8,3.4,2.8,0.040656,0.13074,0.070381,1.2293,1.9551,2.2111,0.78881,3.6878,1.6865,0.033336,0.082765,0.054259,1.04,1.44,1.6,0.64,2.88,1.28,67.815,706.91
